"GencodeID","Symbol","Cortex","dlPFC","dACC","Amygdala","MeA","BLA"
"ENSG00000252568.1","RNU7-28P",0,0,0,0,0,0
"ENSG00000254719.1","RP11-351I24.3",0,0,0,0,0,0
"ENSG00000148926.9","ADM",29,23,17,14,15,0
"ENSG00000133805.15","AMPD3",1,0,2,1,2,3
"ENSG00000255823.3","MTRNR2L8",0,0,0,0,0,0
"ENSG00000110315.6","RNF141",1,2,0,11,0,15
"ENSG00000177112.7","MRVI1-AS1",0,0,0,0,0,0
"ENSG00000133800.8","LYVE1",7,6,7,2,1,0
"ENSG00000072952.18","MRVI1",4,1,0,0,0,0
"ENSG00000198730.7","CTR9",13,0,0,0,0,2
"ENSG00000110321.15","EIF4G2",2,7,3,0,0,0
"ENSG00000246308.1","RP11-685M7.3",0,0,0,0,0,0
"ENSG00000236287.7","ZBED5",3,2,1,10,0,1
"ENSG00000247271.6","ZBED5-AS1",0,0,0,0,0,5
"ENSG00000110328.5","GALNT18",9,0,5,0,4,0
"ENSG00000254598.2","CSNK2A3",0,0,0,0,0,0
"ENSG00000266645.1","MIR4299",0,0,0,0,0,0
"ENSG00000255309.1","RP11-756D7.1",0,0,0,0,0,0
"ENSG00000278529.1","MIR8070",0,0,0,0,0,0
"ENSG00000170242.17","USP47",1,2,2,1,0,3
"ENSG00000050165.17","DKK3",14,4,19,0,0,0
"ENSG00000133816.13","MICAL2",16,25,11,4,4,4
"ENSG00000275373.1","MIR6124",0,0,0,0,0,0
"ENSG00000197702.11","PARVA",0,0,0,12,0,0
"ENSG00000187079.15","TEAD1",1,2,0,5,0,5
"ENSG00000255067.1","RP11-47J17.1",0,0,0,0,0,0
"ENSG00000251381.7","LINC00958",0,0,0,2,1,0
"ENSG00000254670.1","CTC-497E21.3",0,0,0,0,0,0
"ENSG00000189431.7","RASSF10",9,8,0,5,1,5
"ENSG00000133794.17","ARNTL",2,0,0,0,0,0
"ENSG00000222162.1","RN7SKP151",0,0,0,0,0,0
"ENSG00000148925.10","BTBD10",2,10,0,0,0,0
"ENSG00000197601.12","FAR1",1,2,2,1,0,3
"ENSG00000254791.1","FAR1-IT1",0,0,0,0,0,0
"ENSG00000262655.3","SPON1",0,0,0,0,0,0
"ENSG00000212365.1","RNA5SP332",0,0,0,0,0,0
"ENSG00000254418.1","RP11-21L19.1",0,0,0,0,0,0
"ENSG00000133818.13","RRAS2",12,0,0,0,0,0
"ENSG00000129083.12","COPB1",0,4,0,0,0,0
"ENSG00000129084.17","PSMA1",0,0,4,0,0,0
"ENSG00000152270.8","PDE3B",0,0,0,2,1,2
"ENSG00000186104.10","CYP2R1",3,12,1,0,0,1
"ENSG00000110693.16","SOX6",9,8,0,8,0,5
"ENSG00000213785.3","RP11-449L13.2",0,0,0,0,0,0
"ENSG00000110696.9","C11orf58",23,4,10,0,0,0
"ENSG00000166689.15","PLEKHA7",20,14,12,5,0,5
"ENSG00000244398.1","RP11-466H18.1",0,0,0,0,0,0
"ENSG00000110700.6","RPS13",0,0,0,0,0,0
"ENSG00000272034.1","SNORD14A",0,0,0,0,0,0
"ENSG00000011405.13","PIK3C2A",3,14,0,0,0,0
"ENSG00000201586.1","RNU6-593P",0,0,0,0,0,0
"ENSG00000240808.1","CTD-3236F5.1",3,0,0,0,0,0
"ENSG00000070081.15","NUCB2",9,0,5,7,0,0
"ENSG00000197149.5","RP11-452G18.2",0,0,0,0,0,0
"ENSG00000188211.8","NCR3LG1",12,0,3,0,0,0
"ENSG00000260196.1","RP1-239B22.5",0,0,0,0,0,0
"ENSG00000187486.5","KCNJ11",2,3,3,3,0,0
"ENSG00000006071.12","ABCC8",6,0,6,0,0,0
"ENSG00000255035.2","SDHCP4",0,0,0,0,0,0
"ENSG00000006611.15","USH1C",1,2,2,8,7,16
"ENSG00000129159.6","KCNC1",2,0,3,9,3,8
"ENSG00000129158.10","SERGEF",0,2,0,0,0,0
"ENSG00000166788.9","SAAL1",3,0,1,0,0,0
"ENSG00000212789.4","ST13P5",0,0,0,0,0,0
"ENSG00000110756.17","HPS5",1,2,2,0,0,1
"ENSG00000110768.11","GTF2H1",10,0,4,0,0,2
"ENSG00000134333.13","LDHA",0,2,0,0,0,0
"ENSG00000256006.1","AC084117.3",29,0,0,0,0,0
"ENSG00000074319.12","TSG101",10,4,4,0,0,0
"ENSG00000256464.1","YWHABP2",0,0,0,0,0,11
"ENSG00000256588.1","RP11-613F22.8",0,0,0,0,0,0
"ENSG00000256361.1","RP11-613F22.6",0,0,0,0,0,0
"ENSG00000151116.16","UEVLD",23,2,4,0,0,2
"ENSG00000247595.4","SPTY2D1-AS1",4,0,1,0,0,0
"ENSG00000279837.1","RP11-504G3.2",0,0,0,0,0,0
"ENSG00000179119.14","SPTY2D1",0,0,0,16,0,11
"ENSG00000151117.8","TMEM86A",7,0,7,2,1,2
"ENSG00000179057.13","IGSF22",0,0,0,0,0,11
"ENSG00000254966.1","RP11-1081L13.4",0,0,0,0,0,0
"ENSG00000110786.17","PTPN5",15,18,9,7,3,7
"ENSG00000177054.13","ZDHHC13",3,0,4,0,0,0
"ENSG00000166833.19","NAV2",0,14,0,8,7,16
"ENSG00000255270.1","NAV2-IT1",0,0,0,0,0,0
"ENSG00000265210.1","MIR4486",0,0,0,0,0,0
"ENSG00000270607.1","RP11-359E10.1",2,0,3,3,0,4
"ENSG00000109854.13","HTATIP2",1,2,2,0,0,3
"ENSG00000185238.12","PRMT3",3,1,1,0,0,0
"ENSG00000165973.18","NELL1",2,9,11,0,0,9
"ENSG00000254906.1","RP11-701I24.3",2,0,0,0,0,0
"ENSG00000254816.1","RP11-670N15.2",0,0,0,0,0,0
"ENSG00000171714.10","ANO5",9,24,5,0,0,0
"ENSG00000091664.7","SLC17A6",2,24,5,0,0,0
"ENSG00000183161.4","FANCF",0,0,3,0,0,0
"ENSG00000148935.10","GAS2",5,0,0,0,0,0
"ENSG00000198168.8","SVIP",23,4,10,0,0,0
"ENSG00000246225.6","RP11-17A1.3",0,0,0,0,0,0
"ENSG00000255418.5","RP11-266A24.1",0,0,0,0,0,0
"ENSG00000187398.11","LUZP2",12,0,3,0,0,0
"ENSG00000255489.1","CTC-830E23.1",0,0,0,0,0,0
"ENSG00000134343.12","ANO3",18,8,5,0,0,10
"ENSG00000255505.1","RP11-485O14.1",0,0,0,0,0,0
"ENSG00000176971.3","FIBIN",0,28,0,8,0,0
"ENSG00000129151.8","BBOX1",0,0,12,5,0,5
"ENSG00000109881.16","CCDC34",0,0,0,0,0,4
"ENSG00000205213.13","LGR4",0,0,0,0,0,0
"ENSG00000254862.5","RP11-159H22.2",0,0,0,0,0,0
"ENSG00000148943.11","LIN7C",2,7,13,0,0,0
"ENSG00000245573.7","BDNF-AS",1,2,2,0,0,0
"ENSG00000240036.4","RP11-587D21.1",0,0,0,0,0,0
"ENSG00000176697.18","BDNF",28,18,18,0,0,11
"ENSG00000255496.1","RP11-587D21.4",0,0,0,0,0,0
"ENSG00000224411.3","HSP90AA2P",27,21,0,0,0,0
"ENSG00000169519.20","METTL15",2,20,1,0,0,0
"ENSG00000261340.1","LINC01616",14,7,3,0,0,0
"ENSG00000182255.6","KCNA4",18,3,3,0,0,10
"ENSG00000254532.1","RP11-624D11.2",0,0,0,0,0,0
"ENSG00000131808.10","FSHB",0,0,0,0,0,0
"ENSG00000152219.4","ARL14EP",2,10,10,0,0,2
"ENSG00000066382.16","MPPED2",9,0,5,0,0,0
"ENSG00000254489.1","RP5-1024C24.1",0,0,0,0,0,0
"ENSG00000170959.14","DCDC1",0,14,4,5,6,5
"ENSG00000170946.14","DNAJC24",0,0,0,0,0,0
"ENSG00000148950.9","IMMP1L",0,0,0,0,0,0
"ENSG00000109911.17","ELP4",13,0,0,0,0,2
"ENSG00000228061.5","Z83001.1",0,0,0,0,0,5
"ENSG00000007372.20","PAX6",20,14,12,8,0,12
"ENSG00000049449.8","RCN1",9,8,5,0,0,5
"ENSG00000255252.3","RP1-65P5.3",0,0,0,0,0,0
"ENSG00000149100.12","EIF3M",0,4,10,0,0,2
"ENSG00000060749.14","QSER1",0,0,0,0,0,2
"ENSG00000121690.10","DEPDC7",1,2,2,1,2,3
"ENSG00000176148.15","TCP11L1",12,13,3,4,0,4
"ENSG00000280798.1","LINC00294",12,13,3,4,0,4
"ENSG00000176102.11","CSTF3",3,12,4,0,0,0
"ENSG00000110422.11","HIPK3",0,2,0,0,0,0
"ENSG00000254537.1","RP1-130L23.1",0,0,0,0,0,0
"ENSG00000255207.1","RP1-305G21.1",0,0,0,0,0,0
"ENSG00000110427.14","KIAA1549L",2,13,3,3,3,7
"ENSG00000085063.14","CD59",0,2,0,0,0,0
"ENSG00000110429.13","FBXO3",3,4,4,0,0,0
"ENSG00000135363.11","LMO2",7,19,15,0,0,0
"ENSG00000135387.20","CAPRIN1",2,10,3,0,0,0
"ENSG00000135372.8","NAT10",3,1,1,6,0,1
"ENSG00000166016.5","ABTB2",1,0,2,1,0,3
"ENSG00000254708.1","RP1-145M24.1",0,0,0,1,0,3
"ENSG00000121691.4","CAT",2,0,2,0,0,0
"ENSG00000135373.12","EHF",5,2,0,5,6,5
"ENSG00000149089.12","APIP",0,0,0,0,0,0
"ENSG00000110435.11","PDHX",0,10,0,0,0,0
"ENSG00000251862.2","MIR1343",0,0,0,0,0,0
"ENSG00000026508.16","CD44",1,17,2,8,7,16
"ENSG00000251194.2","RP1-68D18.2",17,17,16,14,12,0
"ENSG00000110436.11","SLC1A2",0,0,0,0,0,0
"ENSG00000255542.1","RP4-683L5.1",0,0,0,0,0,0
"ENSG00000149090.11","PAMR1",0,0,0,5,0,5
"ENSG00000179431.6","FJX1",5,0,8,0,0,0
"ENSG00000166326.6","TRIM44",0,4,13,0,0,0
"ENSG00000254919.1","RP11-698N11.2",0,0,0,0,0,0
"ENSG00000179241.12","LDLRAD3",5,0,0,0,0,0
"ENSG00000255256.1","RP5-916O11.2",0,0,0,0,0,0
"ENSG00000263389.1","MIR3973",0,0,0,0,0,0
"ENSG00000280321.1","RP11-1110F20.1",0,1,0,0,0,0
"ENSG00000110442.11","COMMD9",0,0,4,0,0,0
"ENSG00000135362.13","PRR5L",1,2,2,1,2,3
"ENSG00000255186.1","RP11-514F3.5",0,0,2,1,0,3
"ENSG00000175104.14","TRAF6",0,0,1,0,0,0
"ENSG00000280331.1","RP11-545D22.1",0,0,0,0,0,0
"ENSG00000166352.15","C11orf74",0,0,0,0,0,0
"ENSG00000254498.1","CTD-2119L1.1",0,0,0,0,0,0
"ENSG00000279675.1","RP11-454H19.2",9,7,3,0,0,0
"ENSG00000148948.7","LRRC4C",9,7,5,0,0,0
"ENSG00000254579.1","RP11-407P18.1",5,0,0,0,0,0
"ENSG00000252922.1","RNU6-365P",0,0,0,0,0,0
"ENSG00000166181.12","API5",2,15,10,0,0,0
"ENSG00000252652.1","Y_RNA",0,0,0,0,0,0
"ENSG00000052841.14","TTC17",4,1,1,6,1,1
"ENSG00000254577.1","RP11-484D2.4",0,0,0,0,0,0
"ENSG00000254463.1","RP11-484D2.3",0,0,0,0,0,1
"ENSG00000283217.1","RP11-472I20.3",0,0,0,16,0,11
"ENSG00000283341.1","RP11-472I20.4",0,1,0,0,0,1
"ENSG00000199077.3","MIR129-2",0,0,0,0,0,0
"ENSG00000149084.12","HSD17B12",0,2,0,0,0,11
"ENSG00000166199.12","ALKBH3",3,4,4,0,0,0
"ENSG00000213693.4","SEC14L1P1",3,0,4,0,0,1
"ENSG00000254409.1","RP11-613D13.4",0,0,0,0,0,0
"ENSG00000187479.5","C11orf96",29,23,17,14,15,0
"ENSG00000110455.13","ACCS",5,0,1,0,0,2
"ENSG00000255165.1","CTD-2609K8.3",0,0,0,0,0,0
"ENSG00000151348.13","EXT2",0,0,0,0,0,0
"ENSG00000085117.11","CD82",1,2,2,1,2,3
"ENSG00000157570.11","TSPAN18",22,0,11,0,0,17
"ENSG00000175274.18","TP53I11",9,3,5,0,14,10
"ENSG00000019485.12","PRDM11",31,3,5,18,10,6
"ENSG00000254664.1","CTD-2560E9.3",0,8,0,0,0,0
"ENSG00000019505.7","SYT13",18,7,3,3,3,8
"ENSG00000254427.1","RP11-430H10.1",0,0,0,0,0,0
"ENSG00000255041.1","RP11-430H10.4",0,0,0,0,0,0
"ENSG00000254746.5","RP11-958J22.1",0,0,0,0,0,0
"ENSG00000175264.7","CHST1",8,3,9,0,0,14
"ENSG00000205106.4","DKFZp779M0652",0,0,0,0,0,0
"ENSG00000181830.8","SLC35C1",2,3,3,3,0,0
"ENSG00000121671.11","CRY2",2,0,8,0,0,0
"ENSG00000121653.11","MAPK8IP1",8,3,9,4,4,4
"ENSG00000234776.4","C11orf94",0,0,0,0,0,0
"ENSG00000121680.15","PEX16",8,11,6,4,0,6
"ENSG00000135365.15","PHF21A",0,14,12,0,0,0
"ENSG00000254639.1","CTD-2589M5.5",0,0,0,0,0,0
"ENSG00000157613.10","CREB3L1",26,9,11,0,0,14
"ENSG00000149091.15","DGKZ",15,3,9,4,4,4
"ENSG00000110492.15","MDK",0,0,0,0,0,0
"ENSG00000180720.7","CHRM4",0,0,9,4,4,4
"ENSG00000110497.14","AMBRA1",2,0,0,4,0,11
"ENSG00000244313.3","RP11-425L10.1",0,0,0,0,0,0
"ENSG00000180423.4","HARBI1",1,2,2,1,0,3
"ENSG00000175224.16","ATG13",0,0,0,3,0,4
"ENSG00000175220.11","ARHGAP1",1,0,2,1,2,3
"ENSG00000175213.2","ZNF408",0,0,0,0,0,0
"ENSG00000175216.14","CKAP5",10,4,10,0,0,0
"ENSG00000263540.1","MIR5582",0,0,0,0,0,0
"ENSG00000252427.1","SNORD67",0,0,0,0,0,0
"ENSG00000212135.1","SNORD67",32,0,21,0,0,0
"ENSG00000134569.9","LRP4",0,0,0,0,0,3
"ENSG00000149179.13","C11orf49",0,0,0,0,0,0
"ENSG00000149182.14","ARFGAP2",3,4,6,0,0,0
"ENSG00000270060.1","RP11-390K5.6",0,0,0,0,0,0
"ENSG00000165912.15","PACSIN3",1,2,2,1,0,3
"ENSG00000243802.2","RP11-390K5.1",0,0,0,0,0,0
"ENSG00000134574.11","DDB2",0,2,1,0,0,0
"ENSG00000134575.9","ACP2",12,9,0,3,0,7
"ENSG00000025434.18","NR1H3",4,1,1,0,0,1
"ENSG00000110514.19","MADD",2,3,3,3,3,4
"ENSG00000283338.1","RP11-125F14.2",0,0,0,0,0,0
"ENSG00000066336.11","SPI1",7,6,7,2,1,2
"ENSG00000255197.5","RP11-750H9.5",7,6,7,2,1,2
"ENSG00000264583.1","MIR4487",0,0,0,0,0,0
"ENSG00000165915.13","SLC39A13",6,11,6,0,0,0
"ENSG00000165916.8","PSMC3",5,0,19,0,0,8
"ENSG00000149187.17","CELF1",2,8,3,3,14,0
"ENSG00000270072.1","RP11-750H9.7",0,0,0,0,0,0
"ENSG00000265559.2","RN7SL652P",0,0,0,0,0,0
"ENSG00000213619.9","NDUFS3",0,0,0,0,0,0
"ENSG00000110536.13","PTPMT1",0,0,0,0,0,0
"ENSG00000123444.13","KBTBD4",10,4,0,0,0,0
"ENSG00000231880.2","RP11-76I23.7",0,0,0,0,0,0
"ENSG00000172247.3","C1QTNF4",11,5,8,13,8,6
"ENSG00000109919.9","MTCH2",3,4,4,0,0,0
"ENSG00000109920.12","FNBP4",3,12,1,10,0,1
"ENSG00000200090.1","Y_RNA",0,0,0,0,0,0
"ENSG00000030066.13","NUP160",4,1,1,6,0,1
"ENSG00000252874.2","Y_RNA",0,0,0,0,0,0
"ENSG00000149177.12","PTPRJ",18,13,13,0,1,0
"ENSG00000263693.1","MIR3161",0,0,0,0,0,0
"ENSG00000086205.16","FOLH1",1,2,2,1,2,3
"ENSG00000226268.3","RP11-61N20.3",0,0,0,0,0,0
"ENSG00000205035.8","RP11-707M1.1",0,0,0,0,0,0
"ENSG00000254487.2","RP11-707M1.7",0,0,0,0,0,0
"ENSG00000254714.1","RP11-163O19.1",0,0,0,0,0,6
"ENSG00000255190.2","TRIM51DP",0,0,0,0,0,0
"ENSG00000254800.2","RP11-163O19.3",0,0,0,0,0,0
"ENSG00000255442.1","RP11-347H15.1",2,0,0,0,0,0
"ENSG00000255042.2","RP11-347H15.5",0,0,0,0,0,0
"ENSG00000254547.1","RP11-738O11.13",0,0,0,0,0,0
"ENSG00000238041.3","RP11-59K5.1",0,0,0,0,0,0
"ENSG00000183908.5","LRRC55",16,9,11,7,5,14
"ENSG00000134817.10","APLNR",0,28,0,8,7,16
"ENSG00000149115.13","TNKS1BP1",0,0,0,0,0,0
"ENSG00000149136.8","SSRP1",0,4,10,0,0,0
"ENSG00000134802.17","SLC43A3",0,0,0,0,0,0
"ENSG00000186907.7","RTN4RL2",30,0,18,4,4,4
"ENSG00000149150.8","SLC43A1",6,0,6,0,0,0
"ENSG00000265566.2","RN7SL605P",0,0,0,0,0,0
"ENSG00000134809.8","TIMM10",0,0,0,0,0,0
"ENSG00000156587.15","UBE2L6",0,0,0,0,0,0
"ENSG00000149131.15","SERPING1",17,0,0,0,0,0
"ENSG00000254602.1","AP000662.4",9,0,0,0,0,0
"ENSG00000208009.1","MIR130A",0,0,0,0,0,0
"ENSG00000166793.10","YPEL4",0,1,6,0,0,10
"ENSG00000172409.5","CLP1",0,0,0,0,0,0
"ENSG00000156599.10","ZDHHC5",12,18,3,3,0,8
"ENSG00000156603.14","MED19",0,5,8,0,0,6
"ENSG00000213593.9","TMX2",0,10,0,0,0,0
"ENSG00000211450.9","C11orf31",0,0,4,0,0,0
"ENSG00000254732.1","RP11-691N7.6",0,0,0,0,0,0
"ENSG00000198561.13","CTNND1",0,32,5,2,1,2
"ENSG00000255299.5","RP11-655C2.3",0,0,0,0,0,0
"ENSG00000110031.12","LPXN",3,0,4,2,1,2
"ENSG00000186660.14","ZFP91",0,26,13,11,11,15
"ENSG00000269570.2","CMB9-55A18.1",0,0,0,0,0,0
"ENSG00000242689.2","CNTF",0,0,0,0,0,0
"ENSG00000280010.1","AP001350.4",0,0,0,0,0,0
"ENSG00000156689.6","GLYATL2",0,0,0,0,0,0
"ENSG00000245571.6","AP001258.4",0,0,0,0,0,0
"ENSG00000166801.15","FAM111A",7,19,7,2,6,2
"ENSG00000110042.7","DTX4",9,0,0,0,0,0
"ENSG00000197629.5","MPEG1",7,6,7,2,1,2
"ENSG00000110048.11","OSBP",0,15,0,0,0,0
"ENSG00000264559.1","MIR3162",0,0,0,0,0,0
"ENSG00000166889.13","PATL1",0,0,0,0,0,0
"ENSG00000254477.1","AP000640.10",0,0,0,0,0,0
"ENSG00000166900.15","STX3",3,0,4,0,0,0
"ENSG00000234964.4","FABP5P7",0,0,0,0,0,0
"ENSG00000166902.4","MRPL16",0,0,0,0,0,2
"ENSG00000214788.2","OOSP1",0,0,0,0,0,0
"ENSG00000110077.14","MS4A6A",7,6,7,2,1,2
"ENSG00000110079.16","MS4A4A",7,6,7,2,1,2
"ENSG00000166927.12","MS4A7",7,6,7,2,1,2
"ENSG00000166959.7","MS4A8",5,8,5,0,0,0
"ENSG00000110104.11","CCDC86",0,0,0,0,0,0
"ENSG00000183134.4","PTGDR2",0,0,0,0,0,0
"ENSG00000110107.8","PRPF19",0,0,0,15,0,8
"ENSG00000257052.1","RP11-881M11.2",0,0,0,0,0,0
"ENSG00000110108.9","TMEM109",2,19,3,2,1,2
"ENSG00000256196.1","RP11-881M11.4",0,3,0,0,0,0
"ENSG00000006118.14","TMEM132A",30,3,8,9,0,6
"ENSG00000110446.10","SLC15A3",7,6,7,2,1,2
"ENSG00000013725.14","CD6",0,0,0,0,0,0
"ENSG00000167987.10","VPS37C",8,0,9,0,0,0
"ENSG00000279549.1","AP000437.3",0,0,0,0,0,0
"ENSG00000167992.12","VWCE",3,14,1,8,0,5
"ENSG00000167986.13","DDB1",3,4,4,0,0,0
"ENSG00000149476.15","TKFC",3,5,6,0,0,6
"ENSG00000162144.9","CYB561A3",7,0,7,5,1,5
"ENSG00000279246.1","RP11-286N22.14",0,0,0,0,0,0
"ENSG00000149483.11","TMEM138",3,12,1,0,0,5
"ENSG00000187049.9","TMEM216",0,1,0,0,0,2
"ENSG00000149532.15","CPSF7",3,0,0,0,0,1
"ENSG00000279632.1","RP11-286N22.6",0,0,0,0,0,0
"ENSG00000256591.5","RP11-286N22.8",4,1,1,0,0,1
"ENSG00000167985.6","SDHAF2",5,0,4,0,0,1
"ENSG00000240823.3","RN7SL23P",0,0,0,0,0,0
"ENSG00000162148.10","PPP1R32",4,1,1,5,6,5
"ENSG00000255931.1","RP11-286N22.10",5,0,0,0,0,0
"ENSG00000204950.3","LRRC10B",5,0,0,4,4,5
"ENSG00000011347.9","SYT7",15,3,3,4,4,8
"ENSG00000279878.1","RP11-286N22.16",0,0,0,0,0,0
"ENSG00000256443.1","RP11-794G24.1",0,3,0,0,4,8
"ENSG00000243742.5","RPLP0P2",16,9,11,0,0,11
"ENSG00000134780.9","DAGLA",15,3,9,4,3,4
"ENSG00000124920.13","MYRF",1,2,2,1,2,3
"ENSG00000134825.14","TMEM258",0,0,0,0,0,0
"ENSG00000168496.3","FEN1",0,4,10,0,0,0
"ENSG00000134824.13","FADS2",4,0,12,8,0,16
"ENSG00000149485.17","FADS1",1,2,0,0,0,0
"ENSG00000221968.8","FADS3",6,11,6,0,0,0
"ENSG00000277892.1","MIR6746",0,0,0,0,0,0
"ENSG00000167994.11","RAB3IL1",7,6,7,2,1,2
"ENSG00000167995.15","BEST1",1,2,2,1,2,3
"ENSG00000167996.15","FTH1",1,0,2,0,0,0
"ENSG00000279491.1","RP11-810P12.7",0,0,0,0,0,0
"ENSG00000149503.12","INCENP",9,0,5,4,14,0
"ENSG00000124935.3","SCGB1D2",0,0,0,0,0,0
"ENSG00000162174.12","ASRGL1",2,3,0,0,0,0
"ENSG00000254454.2","RCC2P6",0,0,0,0,0,0
"ENSG00000124942.13","AHNAK",20,28,12,8,7,16
"ENSG00000257058.1","RP11-864I4.4",0,0,0,0,0,0
"ENSG00000276102.1","MIR6747",0,0,0,0,0,0
"ENSG00000149016.15","TUT1",0,0,0,0,0,0
"ENSG00000149480.6","MTA2",1,25,2,1,0,3
"ENSG00000149499.11","EML3",4,17,2,0,0,0
"ENSG00000254964.1","RP11-831H9.3",0,0,0,0,0,0
"ENSG00000149489.8","ROM1",4,17,0,0,0,0
"ENSG00000149541.9","B3GAT3",8,0,9,3,0,7
"ENSG00000089597.16","GANAB",0,0,0,0,0,0
"ENSG00000185085.2","INTS5",0,0,0,0,0,0
"ENSG00000162194.12","LBHD1",4,1,1,0,0,1
"ENSG00000214756.7","METTL12",0,0,0,0,0,0
"ENSG00000204922.4","UQCC3",11,5,0,0,0,0
"ENSG00000162191.13","UBXN1",10,0,6,0,0,0
"ENSG00000177363.4","LRRN4CL",5,0,0,0,0,0
"ENSG00000168000.14","BSCL2",0,0,6,0,0,0
"ENSG00000162188.5","GNG3",2,3,3,3,3,4
"ENSG00000214753.2","HNRNPUL2",0,0,13,0,0,0
"ENSG00000162222.13","TTC9C",4,1,1,0,0,0
"ENSG00000185670.7","ZBTB3",0,0,0,1,0,0
"ENSG00000168002.11","POLR2G",2,9,0,0,0,0
"ENSG00000267811.1","RP11-727F15.11",0,0,0,0,0,0
"ENSG00000162227.7","TAF6L",6,1,6,0,0,2
"ENSG00000168569.7","TMEM223",8,5,8,0,0,0
"ENSG00000269176.2","RP11-727F15.12",0,0,0,0,0,6
"ENSG00000185475.9","TMEM179B",0,0,2,0,0,0
"ENSG00000162231.13","NXF1",4,1,0,2,0,2
"ENSG00000162236.11","STX5",0,0,0,0,0,0
"ENSG00000269463.1","RP11-727F15.13",0,0,0,0,0,0
"ENSG00000252361.1","RNU6-118P",0,0,0,0,0,0
"ENSG00000256690.1","RP11-727F15.9",0,0,0,0,0,0
"ENSG00000133316.15","WDR74",0,0,0,16,0,11
"ENSG00000255717.6","SNHG1",0,0,0,0,0,1
"ENSG00000168003.16","SLC3A2",0,0,0,0,0,0
"ENSG00000168539.3","CHRM1",2,32,3,4,4,4
"ENSG00000197901.11","SLC22A6",21,16,14,0,0,0
"ENSG00000253547.2","RP11-959F10.5",0,0,0,0,0,0
"ENSG00000184999.11","SLC22A10",2,3,0,0,0,0
"ENSG00000256847.1","CCND2P1",2,3,0,0,0,0
"ENSG00000149742.9","SLC22A9",2,3,0,0,0,0
"ENSG00000168004.9","HRASLS5",0,0,4,0,0,0
"ENSG00000133321.10","RARRES3",0,29,23,8,0,0
"ENSG00000176485.10","PLA2G16",1,2,2,11,11,15
"ENSG00000184743.12","ATL3",1,20,0,0,0,0
"ENSG00000133318.13","RTN3",2,15,3,3,3,0
"ENSG00000188070.9","C11orf95",15,3,9,4,4,4
"ENSG00000168005.8","C11orf84",8,3,9,3,0,8
"ENSG00000256280.1","RP11-466C23.5",0,0,0,0,0,0
"ENSG00000072518.20","MARK2",15,13,8,4,3,4
"ENSG00000167771.5","RCOR2",2,0,0,0,0,0
"ENSG00000110583.12","NAA40",6,1,1,2,1,2
"ENSG00000207200.1","RNU6-45P",0,0,0,0,0,0
"ENSG00000176340.3","COX8A",0,0,0,0,0,0
"ENSG00000167770.11","OTUB1",0,0,0,4,3,4
"ENSG00000133315.10","MACROD1",11,5,8,0,0,0
"ENSG00000256824.1","RP11-21A7A.2",0,0,0,0,0,0
"ENSG00000256481.1","RP11-21A7A.4",0,0,0,0,0,3
"ENSG00000126500.3","FLRT1",30,13,9,3,0,8
"ENSG00000256341.1","RP11-21A7A.3",0,0,0,0,0,0
"ENSG00000168439.16","STIP1",27,21,0,0,0,0
"ENSG00000149781.12","FERMT3",7,6,7,2,1,2
"ENSG00000149743.13","TRPT1",6,0,0,0,0,0
"ENSG00000149761.8","NUDT22",6,11,6,0,0,0
"ENSG00000256116.1","RP11-783K16.14",0,0,0,0,0,0
"ENSG00000110011.13","DNAJC4",8,11,8,0,0,6
"ENSG00000173511.9","VEGFB",20,14,12,0,0,0
"ENSG00000173486.12","FKBP2",27,0,0,0,0,0
"ENSG00000173457.10","PPP1R14B",0,0,0,0,0,0
"ENSG00000256940.1","RP11-783K16.5",0,0,0,0,0,0
"ENSG00000257086.1","RP11-783K16.13",4,14,0,0,0,0
"ENSG00000149782.11","PLCB3",20,16,12,8,0,0
"ENSG00000002330.13","BAD",11,5,8,13,8,6
"ENSG00000173264.14","GPR137",31,3,9,4,4,4
"ENSG00000182450.12","KCNK4",0,0,0,4,0,6
"ENSG00000207024.1","Y_RNA",0,0,0,0,0,0
"ENSG00000173153.13","ESRRA",0,5,0,0,0,0
"ENSG00000173113.6","TRMT112",0,0,10,0,0,0
"ENSG00000126432.13","PRDX5",0,0,0,5,0,5
"ENSG00000168071.21","CCDC88B",7,6,7,2,1,2
"ENSG00000278359.1","MIR7155",0,0,0,0,0,0
"ENSG00000162302.12","RPS6KA4",11,5,8,0,0,6
"ENSG00000231680.1","AP003774.6",0,0,0,0,0,0
"ENSG00000181908.5","AP003774.4",0,0,0,2,1,2
"ENSG00000110076.18","NRXN2",15,3,9,3,3,8
"ENSG00000237410.1","AP001092.4",0,0,0,0,0,0
"ENSG00000068831.18","RASGRP2",6,11,0,0,0,10
"ENSG00000068976.13","PYGM",0,14,0,8,7,12
"ENSG00000168066.20","SF1",25,27,0,10,0,1
"ENSG00000269038.1","AP001462.6",0,0,0,0,0,0
"ENSG00000168067.11","MAP4K2",8,3,11,3,0,4
"ENSG00000133895.14","MEN1",8,5,9,3,0,6
"ENSG00000110047.17","EHD1",8,5,8,0,0,6
"ENSG00000110046.12","ATG2A",6,11,6,0,0,6
"ENSG00000274986.1","MIR6750",0,0,0,0,0,0
"ENSG00000068971.13","PPP2R5B",16,9,11,9,3,8
"ENSG00000168062.9","BATF2",17,17,0,0,0,0
