"GencodeID","Symbol","Cortex","dlPFC","dACC","Amygdala","MeA","BLA"
"ENSG00000160791.13","CCR5",7,6,7,2,1,2
"ENSG00000283646.1","RP11-24F11.5",9,8,5,0,0,0
"ENSG00000012223.12","LTF",0,0,0,5,0,5
"ENSG00000163827.12","LRRC2",5,8,0,4,0,4
"ENSG00000241186.8","TDGF1",0,0,0,0,0,0
"ENSG00000178038.16","ALS2CL",6,11,6,0,0,0
"ENSG00000181585.3","TMIE",0,0,0,0,0,0
"ENSG00000160808.9","MYL3",0,0,0,8,0,16
"ENSG00000160801.13","PTH1R",19,0,0,0,0,0
"ENSG00000273682.1","RP11-427P5.3",0,0,0,0,0,0
"ENSG00000160799.11","CCDC12",10,0,0,0,0,0
"ENSG00000160796.16","NBEAL2",6,11,0,2,0,2
"ENSG00000181555.19","SETD2",10,26,4,11,0,1
"ENSG00000227398.3","KIF9-AS1",4,1,1,0,0,0
"ENSG00000088727.12","KIF9",0,0,0,5,6,5
"ENSG00000239128.1","SNORD13P3",0,0,0,0,0,0
"ENSG00000114648.11","KLHL18",2,3,3,0,0,0
"ENSG00000280173.1","RP11-447D11.3",0,0,0,0,0,0
"ENSG00000260236.1","RP11-708J19.1",4,1,1,0,0,1
"ENSG00000076201.14","PTPN23",25,27,0,0,0,0
"ENSG00000114650.18","SCAP",8,3,8,3,0,6
"ENSG00000163832.15","ELP6",6,0,6,0,0,2
"ENSG00000114646.9","CSPG5",0,5,9,0,0,0
"ENSG00000173473.10","SMARCC1",1,2,2,11,11,15
"ENSG00000214773.1","RP11-717D12.1",0,0,0,0,0,0
"ENSG00000132153.14","DHX30",11,5,8,3,0,6
"ENSG00000274420.1","uc_338",0,0,0,0,0,0
"ENSG00000047849.21","MAP4",1,2,2,11,11,15
"ENSG00000199591.1","Y_RNA",0,0,0,0,0,0
"ENSG00000224895.1","VPS26BP1",0,0,0,0,0,0
"ENSG00000164045.11","CDC25A",0,0,0,0,0,0
"ENSG00000231884.1","NDUFB1P1",0,0,0,0,0,0
"ENSG00000164048.13","ZNF589",4,1,6,0,0,0
"ENSG00000199476.1","Y_RNA",0,0,0,0,0,0
"ENSG00000228638.1","FCF1P2",0,0,0,0,0,0
"ENSG00000172113.8","NME6",0,0,0,2,0,2
"ENSG00000229453.2","SPINK8",0,0,0,0,0,0
"ENSG00000164049.14","FBXW12",0,0,0,0,0,0
"ENSG00000164050.12","PLXNB1",1,2,2,8,7,3
"ENSG00000164051.13","CCDC51",0,0,0,0,0,0
"ENSG00000232112.3","TMA7",0,0,0,0,0,0
"ENSG00000244380.1","RP11-24C3.2",0,0,0,0,0,0
"ENSG00000164054.15","SHISA5",8,3,9,3,0,4
"ENSG00000114268.11","PFKFB4",0,2,0,0,0,0
"ENSG00000114270.16","COL7A1",4,1,1,0,0,0
"ENSG00000010256.10","UQCRC1",0,24,6,0,0,0
"ENSG00000225697.11","SLC26A6",4,1,1,6,0,1
"ENSG00000008300.15","CELSR3",8,3,9,3,3,4
"ENSG00000228350.1","CELSR3-AS1",0,0,0,0,0,0
"ENSG00000213672.7","NCKIPSD",0,0,0,3,0,4
"ENSG00000068745.14","IP6K2",4,1,1,0,0,0
"ENSG00000114302.15","PRKAR2A",0,0,0,9,0,8
"ENSG00000224424.7","PRKAR2A-AS1",0,0,0,0,0,0
"ENSG00000178537.9","SLC25A20",0,0,0,0,0,0
"ENSG00000221883.2","ARIH2OS",6,0,6,0,0,0
"ENSG00000177479.19","ARIH2",1,2,2,1,2,3
"ENSG00000235236.1","RP13-131K19.1",0,0,0,0,0,0
"ENSG00000223343.1","RP13-131K19.2",0,0,0,0,0,0
"ENSG00000273211.1","RP13-131K19.7",0,0,0,0,0,0
"ENSG00000178467.17","P4HTM",6,11,6,0,0,6
"ENSG00000178252.17","WDR6",6,0,0,0,0,0
"ENSG00000178149.16","DALRD3",6,11,8,5,0,5
"ENSG00000199032.1","MIR425",0,0,0,0,0,0
"ENSG00000178057.14","NDUFAF3",11,5,8,0,8,6
"ENSG00000207605.3","MIR191",0,0,0,0,0,0
"ENSG00000178035.11","IMPDH2",0,0,6,0,0,0
"ENSG00000272434.1","RP13-131K19.6",0,0,0,0,0,0
"ENSG00000198218.10","QRICH1",0,5,6,0,0,6
"ENSG00000172053.16","QARS",4,1,1,2,0,2
"ENSG00000172046.18","USP19",15,3,9,2,0,2
"ENSG00000172037.13","LAMB2",19,16,14,8,13,5
"ENSG00000270441.1","RP11-694I15.7",3,12,0,0,0,0
"ENSG00000177352.9","CCDC71",3,5,4,0,0,0
"ENSG00000185909.14","KLHDC8B",5,3,9,18,10,6
"ENSG00000188315.7","C3orf62",0,0,0,0,0,2
"ENSG00000114316.12","USP4",0,0,5,0,0,2
"ENSG00000233276.3","GPX1",7,5,7,2,1,2
"ENSG00000067560.10","RHOA",0,2,0,0,0,0
"ENSG00000235908.1","RHOA-IT1",0,0,0,0,0,0
"ENSG00000145022.4","TCTA",0,0,0,0,0,0
"ENSG00000173402.11","DAG1",2,0,3,0,0,0
"ENSG00000226913.1","BSN-AS2",13,1,1,0,0,0
"ENSG00000164061.4","BSN",15,27,3,4,4,4
"ENSG00000164062.12","APEH",6,3,6,0,0,0
"ENSG00000173531.15","MST1",4,1,1,8,0,12
"ENSG00000164068.15","RNF123",15,11,9,3,0,4
"ENSG00000173540.12","GMPPB",6,1,6,0,0,0
"ENSG00000176095.11","IP6K1",15,3,9,4,3,4
"ENSG00000185614.4","FAM212A",7,6,7,2,1,2
"ENSG00000182179.11","UBA7",7,6,7,2,1,2
"ENSG00000183763.8","TRAIP",6,0,6,0,0,0
"ENSG00000164076.16","CAMKV",2,8,9,4,4,4
"ENSG00000264706.2","RN7SL217P",0,0,0,0,0,0
"ENSG00000164078.12","MST1R",6,1,6,0,0,0
"ENSG00000164077.13","MON1A",8,3,9,3,0,6
"ENSG00000004534.14","RBM6",4,1,1,6,0,1
"ENSG00000003756.16","RBM5",4,1,1,6,0,1
"ENSG00000001617.11","SEMA3F",24,0,0,0,0,0
"ENSG00000188338.14","SLC38A3",0,0,0,0,0,0
"ENSG00000114353.16","GNAI2",5,5,9,2,1,2
"ENSG00000275334.1","MIR5787",0,0,0,0,0,0
"ENSG00000213600.3","XXcos-LUCA16.1",0,0,0,0,0,0
"ENSG00000230454.1","U73166.2",4,1,1,0,0,0
"ENSG00000232352.1","SEMA3B-AS1",1,2,2,0,0,3
"ENSG00000012171.18","SEMA3B",1,2,2,1,2,3
"ENSG00000179564.3","LSMEM2",1,2,2,1,2,3
"ENSG00000214706.10","IFRD2",0,5,0,0,0,1
"ENSG00000186792.16","HYAL3",13,3,0,0,0,0
"ENSG00000243477.5","NAT6",6,0,6,0,0,0
"ENSG00000114378.16","HYAL1",19,0,15,0,0,0
"ENSG00000068001.13","HYAL2",24,0,0,0,0,0
"ENSG00000114383.9","TUSC2",8,0,9,3,0,4
"ENSG00000068028.17","RASSF1",0,0,0,0,0,0
"ENSG00000281358.1","RASSF1-AS1",0,0,0,0,0,0
"ENSG00000004838.13","ZMYND10",5,0,6,5,6,5
"ENSG00000114388.12","NPRL2",6,1,6,6,0,1
"ENSG00000114395.10","CYB561D2",6,0,9,0,0,0
"ENSG00000126062.3","TMEM115",11,5,8,0,0,6
"ENSG00000007402.11","CACNA2D2",2,9,3,7,5,7
"ENSG00000271858.5","CYB561D2",0,0,0,0,0,0
"ENSG00000088543.14","C3orf18",0,5,6,0,0,0
"ENSG00000114735.9","HEMK1",4,1,1,6,0,1
"ENSG00000114738.10","MAPKAPK3",0,0,0,2,1,2
"ENSG00000273356.1","RP11-804H8.6",0,0,0,0,0,0
"ENSG00000272543.1","MIR4787",11,5,8,13,8,6
"ENSG00000088538.12","DOCK3",2,13,3,3,3,7
"ENSG00000145050.15","MANF",27,21,0,0,0,0
"ENSG00000259956.1","RBM15B",8,3,9,3,0,6
"ENSG00000145041.15","DCAF1",0,0,0,0,0,0
"ENSG00000164080.13","RAD54L2",25,0,4,1,0,3
"ENSG00000164081.12","TEX264",0,0,6,0,0,2
"ENSG00000164082.14","GRM2",15,13,3,0,0,8
"ENSG00000114767.6","RRP9",0,3,6,0,0,0
"ENSG00000041880.14","PARP3",6,1,0,0,0,0
"ENSG00000280422.1","RP11-155D18.13",0,0,0,0,0,0
"ENSG00000180929.5","GPR62",1,2,2,1,2,3
"ENSG00000090097.20","PCBP4",1,2,2,1,2,3
"ENSG00000114779.19","ABHD14B",4,5,1,0,0,0
"ENSG00000248487.8","ABHD14A",0,0,0,0,0,0
"ENSG00000162244.10","RPL29",0,3,0,0,0,0
"ENSG00000164086.9","DUSP7",2,32,3,1,0,6
"ENSG00000164087.7","POC1A",0,0,0,0,0,0
"ENSG00000023330.14","ALAS1",10,10,0,0,0,0
"ENSG00000247596.8","TWF2",15,3,8,4,0,4
"ENSG00000243224.1","RP5-1157M23.2",0,0,0,0,0,0
"ENSG00000164088.17","PPM1M",5,0,6,0,0,4
"ENSG00000164091.11","WDR82",2,7,13,3,0,7
"ENSG00000199150.3","MIRLET7G",0,0,0,0,0,0
"ENSG00000168237.17","GLYCTK",6,12,6,0,0,1
"ENSG00000114841.17","DNAH1",6,1,1,5,0,5
"ENSG00000239557.1","RP11-168J18.6",0,0,0,0,0,0
"ENSG00000163930.9","BAP1",15,3,9,4,4,4
"ENSG00000010318.20","PHF7",3,0,4,0,0,0
"ENSG00000010319.6","SEMA3G",19,19,15,20,16,19
"ENSG00000010322.15","NISCH",8,3,9,4,3,4
"ENSG00000010327.10","STAB1",7,6,7,2,1,2
"ENSG00000168268.10","NT5DC2",0,0,0,5,0,5
"ENSG00000168273.7","SMIM4",0,0,0,0,0,0
"ENSG00000163939.18","PBRM1",10,0,7,10,1,1
"ENSG00000252768.1","RNU6-856P",0,0,0,0,0,0
"ENSG00000163938.16","GNL3",10,4,4,0,0,0
"ENSG00000212493.1","SNORD19",0,0,0,0,0,0
"ENSG00000222345.1","SNORD19",0,0,0,0,0,0
"ENSG00000212452.1","SNORD69",0,0,0,0,0,0
"ENSG00000016864.17","GLT8D1",6,5,9,0,0,0
"ENSG00000114902.13","SPCS1",0,2,0,0,0,0
"ENSG00000114904.12","NEK4",0,3,3,0,0,2
"ENSG00000055955.15","ITIH4",0,1,0,0,0,0
"ENSG00000243696.4","RP5-966M1.6",0,1,6,0,0,0
"ENSG00000213533.11","TMEM110",0,0,0,0,0,0
"ENSG00000275789.1","MIR8064",0,0,0,0,0,0
"ENSG00000279144.1","RP11-894J14.2",0,0,0,0,0,0
"ENSG00000163935.13","SFMBT1",0,0,0,0,0,0
"ENSG00000272305.5","RP11-894J14.5",0,0,0,0,0,0
"ENSG00000163933.9","RFT1",3,0,4,0,0,0
"ENSG00000163932.13","PRKCD",7,8,7,2,1,2
"ENSG00000163931.15","TKT",0,0,0,0,0,0
"ENSG00000272886.5","DCP1A",2,0,0,0,0,0
"ENSG00000157388.14","CACNA1D",6,3,3,0,0,0
"ENSG00000207109.1","SNORD38",0,0,0,0,0,0
"ENSG00000016391.10","CHDH",0,0,12,0,0,0
"ENSG00000056736.9","IL17RB",4,0,12,0,0,0
"ENSG00000271976.1","RP11-884K10.7",0,7,0,0,0,0
"ENSG00000113812.13","ACTR8",0,0,0,0,0,0
"ENSG00000113811.10","SELK",0,0,0,0,0,0
"ENSG00000157445.14","CACNA2D3",0,0,0,0,0,9
"ENSG00000229806.1","RPS15P5",0,0,0,0,0,0
"ENSG00000114251.13","WNT5A",0,0,0,2,1,0
"ENSG00000187672.12","ERC2",16,9,11,0,14,8
"ENSG00000281708.1","ERC2-IT1",0,0,0,0,14,0
"ENSG00000264013.1","MIR3938",0,0,0,0,0,0
"ENSG00000180376.16","CCDC66",4,1,1,6,0,1
"ENSG00000163946.13","FAM208A",1,2,1,0,0,2
"ENSG00000163947.11","ARHGEF3",2,13,3,0,0,18
"ENSG00000144730.16","IL17RD",0,0,0,0,0,0
"ENSG00000163666.8","HESX1",0,0,0,0,0,0
"ENSG00000157500.10","APPL1",2,15,3,0,0,0
"ENSG00000174844.14","DNAH12",0,1,1,5,6,5
"ENSG00000239831.1","RNF7P1",0,0,0,5,6,5
"ENSG00000202428.1","RNU6-108P",0,0,0,0,0,0
"ENSG00000174840.8","PDE12",12,7,10,0,0,0
"ENSG00000168374.10","ARF4",0,4,0,0,0,0
"ENSG00000272146.5","ARF4-AS1",0,0,0,0,0,1
"ENSG00000210841.1","RNU6ATAC26P",0,0,0,0,0,0
"ENSG00000174839.12","DENND6A",3,0,0,0,0,2
"ENSG00000239801.1","DENND6A-AS1",0,0,0,0,0,0
"ENSG00000163681.14","SLMAP",13,3,5,0,0,0
"ENSG00000136068.14","FLNB",1,2,2,5,0,5
"ENSG00000163686.14","ABHD6",1,0,0,1,2,3
"ENSG00000163684.11","RPP14",0,0,0,0,0,0
"ENSG00000273493.1","RP11-80H18.4",0,0,0,0,0,0
"ENSG00000168297.15","PXK",1,2,2,1,2,3
"ENSG00000168291.12","PDHB",0,10,0,0,0,0
"ENSG00000272182.1","RP11-802O23.3",1,2,2,1,2,3
"ENSG00000272360.1","RP11-359I18.5",0,0,0,0,0,0
"ENSG00000168301.12","KCTD6",0,0,0,0,0,0
"ENSG00000168306.12","ACOX2",4,14,12,8,0,12
"ENSG00000236722.1","RP11-359I18.1",0,0,0,0,0,0
"ENSG00000168309.16","FAM107A",5,0,0,8,7,16
"ENSG00000243384.1","RP11-475O23.2",0,0,0,0,0,0
"ENSG00000244383.1","FAM3D-AS1",0,0,0,0,0,0
"ENSG00000163689.19","C3orf67",0,0,0,0,0,0
"ENSG00000242428.5","C3orf67-AS1",5,3,5,0,0,0
"ENSG00000243295.1","CTD-2185K10.1",0,0,0,0,0,0
"ENSG00000189283.9","FHIT",0,0,0,0,0,0
"ENSG00000232407.3","RP11-641C17.2",0,0,0,0,0,0
"ENSG00000225673.3","RP11-641C17.3",0,0,0,0,0,0
"ENSG00000244183.1","RP11-641C17.1",0,0,0,0,0,0
"ENSG00000144724.19","PTPRG",30,13,3,0,0,9
"ENSG00000226360.5","RPL10AP6",0,0,0,0,0,0
"ENSG00000241472.6","PTPRG-AS1",3,0,0,0,0,0
"ENSG00000114405.10","C3orf14",14,4,0,0,0,0
"ENSG00000153266.12","FEZF2",26,9,11,12,9,18
"ENSG00000163618.17","CADPS",16,2,11,0,14,0
"ENSG00000225662.2","RP11-1036F1.1",0,0,0,0,0,0
"ENSG00000244632.3","RN7SL863P",0,0,0,0,0,0
"ENSG00000163630.10","SYNPR",2,4,3,21,5,17
"ENSG00000252301.1","RNA5SP134",0,0,0,0,0,0
"ENSG00000224479.6","AC136289.1",0,0,0,0,0,0
"ENSG00000163634.11","THOC7",0,10,0,0,0,0
"ENSG00000163635.17","ATXN7",0,18,4,0,0,2
"ENSG00000239653.1","PSMD6-AS2",4,1,0,0,0,1
"ENSG00000271843.1","RP11-245J9.5",0,0,0,0,0,0
"ENSG00000163636.10","PSMD6",3,4,4,0,0,0
"ENSG00000243410.1","RP11-245J9.4",0,0,0,0,0,0
"ENSG00000272181.1","RP11-245J9.6",0,0,0,0,0,0
"ENSG00000163637.11","PRICKLE2",2,25,11,4,0,9
"ENSG00000163638.13","ADAMTS9",17,17,17,14,12,0
"ENSG00000241684.5","ADAMTS9-AS2",5,22,5,0,0,0
"ENSG00000151276.23","MAGI1",18,8,5,18,10,13
"ENSG00000270059.1","RP11-88H12.2",9,0,0,0,0,0
"ENSG00000272610.1","MAGI1-IT1",0,0,11,0,0,0
"ENSG00000202071.1","Y_RNA",0,0,0,0,0,0
"ENSG00000203647.2","RP11-320P11.1",0,0,0,0,0,0
"ENSG00000144741.17","SLC25A26",0,0,0,0,0,0
"ENSG00000241587.3","RN7SL482P",0,0,0,0,0,0
"ENSG00000144749.13","LRIG1",17,17,16,0,0,0
"ENSG00000163376.11","KBTBD8",0,15,0,0,0,0
"ENSG00000172340.14","SUCLG2",0,0,0,0,0,0
"ENSG00000241316.6","SUCLG2-AS1",0,0,0,0,0,0
"ENSG00000183662.10","FAM19A1",18,8,5,0,0,9
"ENSG00000214552.4","COPS8P2",9,0,0,0,0,0
"ENSG00000240568.1","RP11-1008M1.1",0,0,0,0,0,0
"ENSG00000241506.1","PSMC1P1",0,0,0,0,0,0
"ENSG00000163377.15","FAM19A4",0,0,0,0,0,0
"ENSG00000163378.13","EOGT",5,12,5,0,0,0
"ENSG00000144747.15","TMF1",10,4,10,0,0,0
"ENSG00000265355.1","MIR3136",0,0,0,0,0,0
"ENSG00000144744.16","UBA3",0,4,0,0,0,0
"ENSG00000144746.6","ARL6IP5",2,4,0,0,0,10
"ENSG00000114541.14","FRMD4B",1,2,2,1,2,3
"ENSG00000239263.1","RBM43P1",1,2,2,1,2,3
"ENSG00000240265.1","RP11-62G11.1",1,2,2,1,2,3
"ENSG00000187098.14","MITF",1,2,2,1,0,3
"ENSG00000114861.18","FOXP1",2,7,5,5,0,5
"ENSG00000277539.1","RP11-298C2.1",0,0,0,0,0,0
"ENSG00000221264.1","MIR1284",0,0,0,0,0,0
"ENSG00000242094.1","FOXP1-IT1",0,0,0,0,0,0
"ENSG00000277855.1","RP11-154H23.4",0,0,0,0,0,0
"ENSG00000270562.1","RP11-154H23.3",0,1,0,0,0,0
"ENSG00000163412.12","EIF4E3",2,0,0,12,0,9
"ENSG00000170837.2","GPR27",0,3,9,0,0,4
"ENSG00000241163.7","LINC00877",1,2,2,1,0,3
"ENSG00000276471.1","RP11-398A8.5",0,0,0,0,0,0
"ENSG00000243083.5","LINC00870",0,0,0,1,2,3
"ENSG00000272774.1","RP11-433A10.3",0,0,0,0,0,0
"ENSG00000242618.1","RP11-433A10.2",1,2,2,1,2,3
"ENSG00000163602.9","RYBP",2,25,13,16,0,11
"ENSG00000144736.13","SHQ1",3,0,1,0,0,0
"ENSG00000172986.12","GXYLT2",5,0,0,0,0,0
"ENSG00000242960.1","FTH1P23",0,0,0,0,0,0
"ENSG00000163605.14","PPP4R2",0,20,0,0,0,0
"ENSG00000238959.1","RNU7-19P",0,0,0,0,0,0
"ENSG00000255423.1","EBLN2",0,1,0,1,0,3
"ENSG00000223247.1","RNU2-64P",0,0,0,0,0,0
"ENSG00000121440.14","PDZRN3",18,32,5,0,0,10
"ENSG00000239119.1","RNU7-119P",0,0,0,0,0,0
"ENSG00000278934.1","CTD-2006M22.2",0,0,0,0,0,0
"ENSG00000113805.8","CNTN3",5,3,5,0,0,10
"ENSG00000266780.1","MIR4444-2",0,0,0,0,0,0
"ENSG00000213300.5","HNRNPA3P6",0,0,0,0,0,0
"ENSG00000244699.1","RP11-803B1.2",0,0,0,0,0,0
"ENSG00000242953.1","RP11-803B1.3",0,0,0,0,0,0
"ENSG00000238278.3","ALG1L6P",0,0,0,0,0,0
"ENSG00000244026.6","FAM86DP",0,0,0,0,0,0
"ENSG00000272690.5","RP11-803B1.8",0,0,0,0,0,0
"ENSG00000239959.1","ENPP7P2",0,0,0,0,0,0
"ENSG00000272710.1","CTD-2026G6.3",0,0,0,0,0,0
"ENSG00000244674.1","RPS3AP15",0,0,0,0,0,0
"ENSG00000172971.7","UNC93B3",0,5,0,0,0,0
"ENSG00000243422.1","RPL23AP49",0,0,0,0,0,0
"ENSG00000241532.1","AGGF1P3",0,0,0,0,0,10
"ENSG00000227124.8","ZNF717",4,1,1,6,0,1
"ENSG00000185008.17","ROBO2",5,7,3,3,0,7
"ENSG00000240809.1","RP11-550F7.1",5,0,0,0,0,14
"ENSG00000199520.1","RNU6-386P",0,0,0,0,0,0
"ENSG00000206891.1","RNU6-217P",0,0,0,0,0,0
"ENSG00000169855.19","ROBO1",9,8,5,0,0,13
"ENSG00000240964.3","RN7SL751P",0,0,0,0,0,0
"ENSG00000114480.12","GBE1",0,2,0,0,0,0
"ENSG00000241095.1","CYP51A1P1",0,0,0,0,0,0
"ENSG00000175161.13","CADM2",2,15,3,0,0,0
"ENSG00000264084.1","MIR5688",0,0,0,0,0,0
"ENSG00000243915.1","THAP12P2",0,0,0,0,0,0
"ENSG00000206538.8","VGLL3",21,16,14,0,0,0
"ENSG00000281392.1","LINC00506",0,0,1,0,0,0
"ENSG00000083937.8","CHMP2B",23,4,10,0,0,0
"ENSG00000221059.1","RNU6ATAC6P",0,0,0,0,0,0
"ENSG00000179097.5","HTR1F",16,0,11,0,0,10
"ENSG00000163320.10","CGGBP1",2,15,13,0,0,0
"ENSG00000175105.6","ZNF654",17,0,0,0,0,0
"ENSG00000241535.1","CBX5P1",0,0,0,0,0,0
"ENSG00000179021.9","C3orf38",0,0,4,0,0,2
"ENSG00000242159.1","ABCF2P1",3,12,4,0,0,0
"ENSG00000044524.10","EPHA3",2,32,3,18,10,10
"ENSG00000283544.1","ABBA01000934.1",0,0,0,0,0,0
"ENSG00000184500.14","PROS1",5,22,5,5,6,5
"ENSG00000169379.15","ARL13B",10,0,10,0,0,0
"ENSG00000178700.7","DHFRL1",14,0,19,0,0,0
"ENSG00000178694.9","NSUN3",3,4,4,0,0,0
"ENSG00000178660.6","ARMC10P1",0,0,0,0,0,0
"ENSG00000243547.1","HNRNPKP4",0,0,0,0,0,0
"ENSG00000269028.3","MTRNR2L12",0,0,0,0,0,0
"ENSG00000080224.17","EPHA6",9,8,5,0,0,9
"ENSG00000261292.2","RP11-389G6.3",9,8,5,0,0,9
"ENSG00000113966.9","ARL6",18,8,5,0,0,9
"ENSG00000080200.9","CRYBG3",1,2,2,1,0,3
"ENSG00000170854.17","MINA",5,20,4,0,0,0
"ENSG00000080822.16","CLDND1",1,2,2,1,2,3
"ENSG00000080819.6","CPOX",1,2,2,1,2,3
"ENSG00000250562.1","RPL38P4",0,0,0,0,0,0
"ENSG00000239445.5","ST3GAL6-AS1",0,0,0,0,0,0
"ENSG00000064225.12","ST3GAL6",1,2,1,0,0,0
"ENSG00000249274.1","PDLIM1P4",0,1,0,0,0,0
"ENSG00000057019.15","DCBLD2",2,8,5,0,5,0
"ENSG00000206712.1","RNU6-26P",0,0,0,0,0,0
"ENSG00000239462.1","CTD-2021J15.1",0,0,0,0,0,0
"ENSG00000144810.15","COL8A1",21,16,14,5,7,5
"ENSG00000184220.11","CMSS1",5,4,4,5,0,5
"ENSG00000168386.18","FILIP1L",0,30,0,0,0,0
"ENSG00000036054.12","TBC1D23",0,10,0,0,0,0
"ENSG00000114021.11","NIT2",3,0,4,0,0,0
"ENSG00000154174.7","TOMM70",14,10,3,7,5,14
"ENSG00000206535.7","LNP1",0,0,0,18,10,0
"ENSG00000181458.10","TMEM45A",0,0,0,0,0,0
"ENSG00000114354.13","TFG",0,10,0,0,0,0
"ENSG00000154175.16","ABI3BP",0,28,0,8,7,16
"ENSG00000081148.11","IMPG2",0,0,0,0,0,0
"ENSG00000138468.15","SENP7",3,1,1,6,0,1
"ENSG00000282978.1","RP11-144C15.2",0,0,0,0,0,3
"ENSG00000174173.6","TRMT10C",0,4,0,0,0,0
"ENSG00000081154.11","PCNP",14,4,10,0,0,0
"ENSG00000242299.1","RP11-234A1.1",0,0,0,0,0,0
"ENSG00000066422.4","ZBTB11",2,21,0,0,0,0
"ENSG00000201121.1","RNY1P12",0,0,0,0,0,0
"ENSG00000256628.3","ZBTB11-AS1",6,0,0,0,0,0
"ENSG00000114391.12","RPL24",0,0,0,0,0,0
"ENSG00000244119.1","PDCL3P4",0,1,1,0,0,1
"ENSG00000182504.10","CEP97",1,2,2,1,0,3
"ENSG00000144815.15","NXPE3",1,2,2,1,2,3
"ENSG00000144802.11","NFKBIZ",29,23,17,14,15,0
"ENSG00000170017.12","ALCAM",1,0,2,7,5,0
"ENSG00000114423.18","CBLB",0,0,1,7,0,1
"ENSG00000242759.6","LINC00882",0,0,1,0,0,0
"ENSG00000241787.1","MTND4P16",0,0,1,0,0,0
"ENSG00000239632.1","MTND4LP3",0,0,0,0,0,0
"ENSG00000242214.1","MTND3P6",0,0,0,0,0,0
"ENSG00000242836.1","MTCO3P35",0,0,0,0,0,0
"ENSG00000249580.1","MTATP6P22",0,0,0,0,0,0
"ENSG00000240034.1","MTND6P6",0,0,0,0,0,0
"ENSG00000250630.1","MTCO1P35",0,0,0,0,0,0
"ENSG00000239455.1","RP11-561O4.1",4,1,1,0,0,1
"ENSG00000243701.5","DUBR",1,2,2,1,2,3
"ENSG00000239828.6","RP11-446H18.5",1,2,2,1,2,3
"ENSG00000272597.1","RP11-446H18.6",0,0,0,0,0,0
"ENSG00000273125.1","RP11-115H18.1",0,0,0,0,0,9
"ENSG00000114439.18","BBX",1,2,2,1,2,3
"ENSG00000279277.1","RP11-861A13.3",0,0,0,0,0,0
"ENSG00000196776.14","CD47",2,10,10,0,0,8
"ENSG00000114446.4","IFT57",0,25,0,0,0,0
"ENSG00000144821.9","MYH15",3,0,1,0,0,0
"ENSG00000241634.1","RP11-381E24.1",0,0,4,0,0,0
"ENSG00000163507.13","KIAA1524",3,12,4,0,0,0
"ENSG00000198919.12","DZIP3",14,10,5,0,0,0
"ENSG00000138472.10","GUCA1C",0,0,0,19,0,14
"ENSG00000214381.4","LINC00488",5,8,5,0,0,0
"ENSG00000206532.2","RP11-553A10.1",3,12,4,0,0,0
"ENSG00000242242.5","PVRL3-AS1",0,0,5,0,0,0
"ENSG00000177707.10","NECTIN3",9,8,5,0,0,0
"ENSG00000240891.7","PLCXD2",5,24,0,19,0,14
"ENSG00000144824.19","PHLDB2",0,19,14,22,13,0
"ENSG00000144827.8","ABHD10",23,4,10,0,0,6
"ENSG00000144834.13","TAGLN3",2,4,19,3,3,8
"ENSG00000091972.18","CD200",2,10,3,7,5,13
"ENSG00000242525.1","OR7E100P",0,0,0,0,0,0
"ENSG00000279349.1","RP11-147G7.3",0,0,0,0,0,0
"ENSG00000144848.10","ATG3",1,2,2,11,0,15
"ENSG00000138459.8","SLC35A5",1,2,19,0,0,0
"ENSG00000091986.15","CCDC80",2,6,11,8,7,16
"ENSG00000163606.10","CD200R1",0,0,0,0,0,0
"ENSG00000272844.1","RP11-484K9.4",0,0,0,0,0,0
"ENSG00000163607.15","GTPBP8",0,25,0,0,0,0
"ENSG00000163608.14","NEPRO",3,4,10,0,0,0
"ENSG00000240057.5","RP11-572M11.4",0,0,0,0,0,0
"ENSG00000144857.14","BOC",4,1,0,5,0,5
"ENSG00000206530.9","CFAP44",5,22,5,0,0,5
"ENSG00000275670.1","MIR8076",0,0,0,0,0,0
"ENSG00000163611.11","SPICE1",4,1,1,5,0,0
"ENSG00000072858.10","SIDT1",0,0,0,0,0,0
"ENSG00000265253.1","MIR4446",0,0,0,0,0,0
"ENSG00000241529.3","RN7SL767P",0,0,0,0,0,0
"ENSG00000176542.9","USF3",12,7,13,3,0,4
"ENSG00000121579.12","NAA50",2,15,3,0,0,11
"ENSG00000239280.1","RP11-271C24.3",0,0,0,0,0,0
"ENSG00000114573.9","ATP6V1A",14,4,19,15,0,8
"ENSG00000178075.19","GRAMD1C",5,0,0,0,0,0
"ENSG00000241889.1","RP11-435F17.3",0,0,0,0,0,0
"ENSG00000240375.1","VPS26AP1",0,0,0,0,0,0
"ENSG00000273394.1","RP11-255E6.6",0,0,0,0,0,0
"ENSG00000184307.13","ZDHHC23",22,18,3,12,9,18
"ENSG00000163617.10","CCDC191",3,12,4,5,6,5
"ENSG00000270880.1","RP11-255E6.5",5,0,4,0,0,0
"ENSG00000151576.10","QTRT2",6,0,4,2,0,2
"ENSG00000181722.16","ZBTB20",1,2,2,0,0,3
"ENSG00000264623.3","MIR4796",0,0,0,0,0,0
"ENSG00000279131.1","AC069063.1",0,0,0,0,0,0
"ENSG00000242880.1","RP11-190P13.2",0,0,0,0,0,0
"ENSG00000172020.12","GAP43",0,0,19,3,0,8
"ENSG00000241596.1","RP11-326J18.1",0,0,0,0,0,0
