"cellType","Comparison","psi","OddsRatio","pvalue","pvalBH","SymbolsIn","Bonf_sig"
"Ctx.etv1_ts88","dACC_down","psi<0.001",9.19601925116241,2.41491619248412e-06,8.4522066736944e-05,"FERMT3;C1QA;C1QB;C1QC;CHRM1;PTPN6;LYL1;TYROBP;P2RY13",TRUE
"Ctx.etv1_ts88","Cortex_either","psi<1e-04",11.3904849459894,3.35536647526898e-06,0.000117437826634414,"C1QA;C1QB;C1QC;CSF1R;PTPN6;TYROBP;TRIM54;ATG7",TRUE
"Cpu","dACC_down","psi<0.05",3.91762843068262,3.8571568516799e-06,6.75002449043982e-05,"AIF1;ARHGDIB;C1QA;C1QB;CAMK2B;CRYM;DCC;GABRA4;GABRD;SST;TYROBP;CDC42EP3;SAMD5;NGEF;ICA1L;NETO2;SPATA2L;KCNIP2",TRUE
"Ctx.etv1_ts88","Cortex_down","psi<1e-04",12.5718390804598,6.29940730812655e-06,0.000220479255784429,"C1QA;C1QB;C1QC;CSF1R;PTPN6;TYROBP;TRIM54",TRUE
"Ctx.etv1_ts88","dACC_either","psi<0.001",7.05353075170843,7.06665131137606e-06,0.000247332795898162,"FERMT3;C1QA;C1QB;C1QC;CHRM1;PTPN6;LYL1;TYROBP;P2RY13;ATG7",TRUE
"Cpu.D1","dACC_down","psi<0.05",2.67325035599388,3.4842910748731e-05,0.000406500625401861,"PWWP2B;AIF1;SPEG;ARHGDIB;CAMK2B;CD4;CHRM1;CRYM;GABRA4;GABRD;GPR12;KIFC2;LMO2;LMO4;NEK2;RASSF3;ARHGAP20;CDC42EP3;TRIM46;NGEF;KCNV1;LIMD2;SLITRK5;SPATA2L;KCNIP2",TRUE
"Spc","MeA_down","psi<0.05",3.87125770206597,9.61477317766991e-05,0.00309307206999185,"CASQ1;COL3A1;COL1A2;FMOD;IGF2;LUM;NXPH2;PMP2;SFRP2;TMEM88B;SLC25A13;PPP1R14A;ANLN",FALSE
"Cb.Lypd6","Amygdala_either","psi<0.05",5.69484629294756,0.000159361596207702,0.00557765586726958,"MACROD1;CDH1;HEY2;HSD11B1;STARD5;SLA;ARHGAP11A;ZDHHC1",FALSE
"BS","MeA_down","psi<0.05",5.61436377829821,0.000176746975428106,0.00309307206999185,"COL1A2;IGF2;MGP;NINJ2;TMEM88B;SOSTDC1;PPP1R14A;ANLN",FALSE
"Cb.cnp","Amygdala_down","psi<1e-04",14.8232558139535,0.000242872567407868,0.0085005398592754,"NINJ2;SLC25A13;NDE1;ANLN",FALSE
"Cpu.D1","dACC_either","psi<0.05",2.16943303896166,0.000244678090870054,0.00428186659022595,"PWWP2B;ADCY9;AIF1;SPEG;ARHGDIB;CAMK2B;CD4;CHRM1;CRYM;GABRA4;GABRD;GPR12;KIFC2;LMO2;LMO4;IL17RC;NEK2;RASSF3;KDM4B;GIT1;ARHGAP20;RHBDL3;CDC42EP3;TRIM46;NGEF;KCNV1;LIMD2;SLITRK5;SPATA2L;KCNIP2",FALSE
"Ctx.etv1_ts88","dACC_either","psi<1e-04",8.00064495324089,0.000275882331915733,0.00965588161705065,"C1QA;C1QB;C1QC;PTPN6;TYROBP;ATG7",FALSE
"Cpu","Cortex_down","psi<0.05",2.93721879562588,0.000292474034287527,0.00511829560003172,"PHYHIP;AIF1;ARHGDIB;C1QA;C1QB;CAMK2B;CRYM;DCC;GABRD;KCNA5;TYROBP;CDC42EP3;SAMD5;ICA1L;NETO2;KCNIP2",FALSE
"Spc","Cortex_either","psi<0.01",3.1988547631442,0.000324708962119732,0.00568240683709532,"C3;CSF1R;CTSS;LY86;MPEG1;PLA2G4A;PTPRC;TYROBP;TMEM119;LPAR6;MALAT1;CRISPLD2;AKAP12;P2RX5",FALSE
"Cb.Lypd6","Amygdala_down","psi<0.05",9.36631174208814,0.000332170513860154,0.0116259679851054,"CDH1;HEY2;HSD11B1;SLA;ARHGAP11A",FALSE
"Ctx.etv1_ts88","dACC_down","psi<1e-04",9.40969096909691,0.00039714872686474,0.0139002054402659,"C1QA;C1QB;C1QC;PTPN6;TYROBP",FALSE
"Spc","Cortex_either","psi<0.05",2.07403561151857,0.000466791357924594,0.0081688487636804,"ARRDC3;BMP2;C1QB;C3;CSF1R;CTSS;KCNJ16;LY86;MPEG1;PLA2G4A;PLCD4;PTPRC;DEPDC7;ENTPD3;CHDH;TNS1;TYROBP;TMEM119;A2M;ABCC4;LPCAT2;HOOK3;SLC25A13;RHPN2;DZIP1;LPAR6;MALAT1;ARSG;P2RY13;CRISPLD2;AKAP12;P2RX5",FALSE
"Cpu","dACC_either","psi<0.05",2.60594725129031,0.000508259166008535,0.00592969027009957,"AIF1;ARHGDIB;C1QA;C1QB;CAMK2B;CRYM;DCC;GABRA4;GABRD;SST;TYROBP;CDC42EP3;SAMD5;NGEF;ICA1L;NETO2;SPATA2L;KCNIP2",FALSE
"RetR.Rods","dACC_up","psi<0.05",3.03013968891472,0.000530091250156799,0.018553193755488,"SMG6;FYCO1;PKNOX1;KDM4B;SON;TBX2;ZFC3H1;PBXIP1;RHBDL3;PHF21B;SYMPK;BCOR;LCA5;AKAP12",FALSE
"Cb.Aldh1L1","BLA_either","psi<1e-04",21.5106741573034,0.000563786244346612,0.0197325185521314,"SLC14A1;HSD11B1;MDK",FALSE
"Ctx.pnoc","Cortex_down","psi<0.05",3.54256644518272,0.000587049562069922,0.00684891155748242,"RPP25;CORT;HAPLN1;KIT;LST1;MAF;RASSF3;SLC32A1;DNAJB12;CXCL14;HDAC9",FALSE
"Cb.cnp","MeA_down","psi<1e-04",7.95212432635669,0.000634106696814389,0.0221937343885036,"NINJ2;TMEM88B;SLC25A13;PPP1R14A;ANLN",FALSE
"Ctx.pnoc","dACC_down","psi<0.05",3.69840232820574,0.000732774751406013,0.00641177907480261,"CBLN2;CORT;HAPLN1;KIT;LST1;MAF;NXPH2;RASSF3;SST;HDAC9",FALSE
"Cb.Lypd6","Amygdala_either","psi<0.01",7.25343249427918,0.000942392564237084,0.0177158226827772,"CDH1;STARD5;SLA;ARHGAP11A;ZDHHC1",FALSE
"Ctx.etv1_ts88","Amygdala_either","psi<0.01",5.685110211426,0.00101233272473013,0.0177158226827772,"CRHBP;SH2D3C;TXNIP;SLCO1C1;ATG7;RAB3IL1",FALSE
"Cb.cnp","Amygdala_either","psi<1e-04",6.97633461750138,0.00111064570872922,0.0388725998055226,"NINJ2;SLC25A13;NDE1;ANLN;ARSG",FALSE
"Spc","Cortex_down","psi<0.01",3.24957110179184,0.00112624140871392,0.0197092246524936,"C3;CSF1R;CTSS;LY86;MPEG1;PLA2G4A;PTPRC;TYROBP;TMEM119;LPAR6;P2RX5",FALSE
"Cb.cnp","MeA_down","psi<0.001",5.45179856115108,0.0012460981246512,0.0436134343627919,"CASQ1;NINJ2;TMEM88B;SLC25A13;PPP1R14A;ANLN",FALSE
"Cpu.D1","Cortex_down","psi<0.05",2.18008441222553,0.00126060719026343,0.011030312914805,"PWWP2B;PHYHIP;AIF1;SPEG;ARHGDIB;CAMK2B;CD4;CEBPA;CHRM1;CRYM;GABRD;GPR12;LMO2;NEK2;RASSF3;GIMAP8;DCLK3;CDC42EP3;RASGEF1B;TRIM46;GIPC2;KCNV1;LIMD2;KCNIP2",FALSE
"Ctx.cnp","MeA_down","psi<0.01",4.07122530287015,0.00132817422995084,0.0464860980482796,"ADAMTS1;CASQ1;TJP2;NINJ2;TMEM88B;SLC25A13;PPP1R14A;ANLN",FALSE
"Ctx.Aldh1L1","dlPFC_down","psi<0.05",3.58919283375072,0.00164579433039199,0.0576028015637197,"APOE;EDNRB;KCNJ16;MICAL1;RPE65;CDC42EP4;ADAMTSL5;JAM2;SEC14L2",FALSE
"Ctx.pnoc","Cortex_either","psi<0.05",2.92844386236457,0.00165905338504642,0.0193556228255416,"RPP25;CORT;HAPLN1;KIT;LST1;MAF;RASSF3;SLC32A1;DNAJB12;CXCL14;CRISPLD2;HDAC9",FALSE
"Cb.cnp","Amygdala_down","psi<0.001",8.37011380504701,0.00189054133984394,0.0661689468945378,"NINJ2;SLC25A13;NDE1;ANLN",FALSE
"BF.Chat","BLA_down","psi<0.01",13.289135716765,0.00197630772423893,0.0691707703483626,"DLL3;GREM1;SLN",FALSE
"Ctx.Aldh1L1","Amygdala_down","psi<0.05",5.05384771299237,0.00206026743431648,0.0360546801005383,"HEY2;HSD11B1;ELOVL2;SLCO1C1;NDE1;JAM2",FALSE
"Ctx.glt25d2","dACC_down","psi<0.05",2.48172583375883,0.00209594692603547,0.0146716284822483,"CRYM;GABRD;GDA;ITGB2;LMO4;MPEG1;NPY1R;CXCL12;SLC39A10;DPYSL4;SLCO1C1;CAP2;KCNV1;P2RY13;TBC1D30",FALSE
"Ctx.cnp","MeA_down","psi<1e-04",8.03731815306768,0.00211444193642695,0.0370027338874717,"NINJ2;TMEM88B;PPP1R14A;ANLN",FALSE
"Cpu.D1","MeA_up","psi<0.01",4.18847818847819,0.00216004774162551,0.0756016709568928,"ADRA2C;KLF5;ELK1;PRKCH;SLC22A3;STK32A;SCN4B",FALSE
"Cpu.D1","Cortex_either","psi<0.05",1.92421693503164,0.0022256347691577,0.0194743042301299,"PWWP2B;PHYHIP;AIF1;SPEG;ARHGDIB;CAMK2B;CD4;CEBPA;CHRM1;CRYM;GABRD;GPR12;LMO2;IL17RC;NEK2;RASSF3;KDM4B;ARHGAP33;GIMAP8;DCLK3;RHBDL3;CDC42EP3;RASGEF1B;TRIM46;GIPC2;KCNV1;LIMD2;KCNIP2",FALSE
"Ctx.Aldh1L1","Amygdala_either","psi<0.05",3.15711739241151,0.00225506398198305,0.0394636196847034,"EMP2;HEY2;HSD11B1;IL17RC;MDK;PBXIP1;ELOVL2;SLCO1C1;NDE1;JAM2",FALSE
"BF","MeA_down","psi<0.01",11.9680551205763,0.00269625795109335,0.0471845141441335,"ACTA2;MGP;TAGLN",FALSE
"Ctx.cnp","Cortex_up","psi<0.001",5.52760307477289,0.00291915086198317,0.102170280169411,"ARRDC3;NRAP;CHDH;SNX33;ARSG",FALSE
"Cb.grp","MeA_down","psi<0.05",4.55530120481928,0.0029542120427374,0.0344658071652697,"TAGLN;UCP2;ELOVL2;SLN;UCMA;MYL9",FALSE
"Cb.Aldh1L1","BLA_up","psi<1e-04",27.7229437229437,0.00301211895691075,0.105424163491876,"SLC14A1;MDK",FALSE
"Cpu.D2","dACC_either","psi<0.05",1.9428549334983,0.00311087543850068,0.0201723154782251,"PWWP2B;AIF1;SPEG;ARHGDIB;CAMK2B;CD4;CDK5R1;GABRD;NEK2;KDM4B;GIT1;PLCL2;DLG2;ARHGAP20;RHBDL3;SNRNP200;TRIM46;NGEF;MCM3AP;CAP2;CLEC16A;NETO2;SLITRK5;SPATA2L;KCNIP2",FALSE
"Cb.Lypd6","Amygdala_down","psi<0.01",11.1451048951049,0.00318713234849655,0.111549632197379,"CDH1;SLA;ARHGAP11A",FALSE
"Spc","MeA_either","psi<0.05",2.18663692473464,0.00321633267657743,0.0477378446191614,"AHNAK2;ARRDC3;CASQ1;COL3A1;COL1A2;FMOD;IGF2;LUM;NEFM;NXPH2;PMP2;SFRP2;PBXIP1;TMEM88B;SCN4B;RGS11;SLC25A13;PPP1R14A;ANLN",FALSE
"Ctx.cort","dACC_down","psi<1e-04",41.062091503268,0.00331526619262675,0.058017158370968,"CORT;SST",FALSE
"Cpu.D1","MeA_either","psi<0.01",3.17216241417309,0.00340495711307426,0.112657179548125,"ADRA2C;KLF5;ELK1;PRKCH;SLC22A3;SERTAD4;SLC30A10;STK32A;SCN4B",FALSE
"Cb.grp","Amygdala_down","psi<0.05",7.00996677740864,0.00350729906080034,0.0409184890426706,"ALDH1A1;HSD11B1;ELOVL2;SLN",FALSE
"RetR.Rods","MeA_up","psi<0.05",2.52578837386018,0.00357983826330565,0.119392196956782,"AHNAK2;CCND3;CPT1A;MLF1;PKNOX1;TSC2;ULK1;PBXIP1;WDTC1;RHBDL3;RGS11;SMOC1;SYMPK",FALSE
"Ctx.pnoc","dACC_either","psi<0.05",2.7612116764514,0.00378779102054715,0.0201723154782251,"CBLN2;CORT;HAPLN1;KIT;LST1;MAF;NXPH2;RASSF3;SST;CRISPLD2;HDAC9",FALSE
"Spc","dACC_either","psi<0.05",1.85542727724687,0.00392095530988871,0.0201723154782251,"PLS1;ARRDC3;BMP2;C1QB;C3;CTSS;KCNJ16;LY86;FYCO1;MPEG1;NXPH2;PTPRC;ENTPD3;CHDH;TNS1;TYROBP;PBXIP1;TMEM119;A2M;ABCC4;HOOK3;SLC25A13;LPAR6;MALAT1;P2RY13;CRISPLD2;AKAP12;OLFML3",FALSE
"Cb.Lypd6","Amygdala_down","psi<1e-04",23.7111111111111,0.00400890087976014,0.0701557653958024,"CDH1;SLA",FALSE
"Cpu.Chat","dACC_either","psi<0.05",2.39182222916504,0.00403446309564502,0.0201723154782251,"TMEM17;CDK5R2;PCBD1;KCNJ12;LST1;MT3;DLEU7;LGI2;VSTM2L;GCHFR;SLN;RGS10;SH3BGRL3;GBE1;POPDC3",FALSE
"Cpu","MeA_either","psi<0.05",2.70109007458405,0.00417715932804821,0.0477378446191614,"ADRA2C;KLF5;KCNS2;PRKCH;SLC22A3;SERTAD4;SLC30A10;SCN4B;CHST11;PPP1R14A;GLCE",FALSE
"BF","MeA_down","psi<0.05",4.19633333333333,0.00433783711128987,0.0379560747237864,"ACTA2;FMOD;MGP;TAGLN;SERTAD4;MYL9",FALSE
"Cb.Lypd6","Amygdala_either","psi<0.001",9.88500388500388,0.00450576413227565,0.157701744629648,"CDH1;STARD5;SLA",FALSE
"Ctx.Aldh1L1","BLA_either","psi<0.05",3.29592784188885,0.00468605739052274,0.164012008668296,"SLC14A1;HEY2;HSD11B1;IL17RC;MDK;PBXIP1;SLC46A1;SLCO1C1",FALSE
"Spc","MeA_down","psi<0.01",4.88900061881188,0.00480854696272953,0.0560997145651779,"COL3A1;COL1A2;LUM;PMP2;ANLN",FALSE
"Cb.Aldh1L1","dlPFC_down","psi<0.05",2.80878044314228,0.00517218973536239,0.085199020593142,"ALDH1A1;APOE;EDNRB;KCNJ16;MICAL1;PHKA1;UCP2;CDC42EP4;JAM2;USP6NL",FALSE
"Spc.Chat","MeA_either","psi<0.05",2.44457664088836,0.00525407096985502,0.0477378446191614,"AHNAK2;CDK9;CYB5R3;CFI;ECEL1;NEFM;PRSS12;TCEA2;CCDC92;RSPO2;RGS11;ATP8B2;SLN;MTAP",FALSE
"BS","MeA_either","psi<0.05",2.7478453038674,0.00545575367076131,0.0477378446191614,"AHNAK2;COL1A2;IGF2;MGP;NEFM;NINJ2;TMEM88B;SOSTDC1;PPP1R14A;ANLN",FALSE
"Spc","Cortex_up","psi<0.05",2.7218882602546,0.00615009846589216,0.215253446306226,"ARRDC3;PLCD4;CHDH;TNS1;HOOK3;DZIP1;MALAT1;ARSG;CRISPLD2;AKAP12",FALSE
"Epi.Chat","MeA_either","psi<1e-04",4.64742878283389,0.00619406034663856,0.21679211213235,"NR4A2;CBLN4;MAP3K6;SCUBE1;SOSTDC1",FALSE
"Cb.septin4","MeA_down","psi<0.05",2.71385063559322,0.0063240555470409,0.0413228565487883,"COL1A2;TJP2;UCP2;ZIC3;ELOVL2;ORMDL2;PI4K2B;UCMA;GHDC;MYL9",FALSE
"Ctx.cnp","MeA_either","psi<0.01",2.4228810238997,0.00643755311703569,0.112657179548125,"ARRDC3;ADAMTS1;CASQ1;TJP2;SNX33;NINJ2;TMEM88B;MAST4;SLC25A13;PPP1R14A;ANLN;SBF1",FALSE
"Spc","dACC_either","psi<0.01",2.5328243131971,0.00681148514219012,0.119200989988327,"C3;CTSS;LY86;MPEG1;PTPRC;TYROBP;TMEM119;LPAR6;MALAT1;CRISPLD2;AKAP12",FALSE
"Ctx.cort","dACC_either","psi<1e-04",27.7941834451902,0.00694866228691477,0.121601590021008,"CORT;SST",FALSE
"Ctx.cnp","Cortex_up","psi<0.01",3.34188034188034,0.00708316146883457,0.24791065140921,"ARRDC3;NRAP;CHDH;SNX33;ARSG;EXOC6B;SBF1",FALSE
"Ctx.etv1_ts88","MeA_down","psi<0.05",2.83253150057274,0.00708391826550656,0.0413228565487883,"ACTA2;FMOD;ID3;ITIH2;TAGLN;QRFPR;SCUBE1;RASL11B;MYL9",FALSE
"Cpu.D2","MeA_up","psi<0.05",2.49817813765182,0.00733303026092644,0.119392196956782,"ADRA2C;KLF5;PRKCH;SLC22A3;SNN;TBC1D16;RHBDL3;STK32A;SCN4B;DAPK1;PARD3",FALSE
"Cb.Lypd6","Amygdala_down","psi<0.001",16.7241830065359,0.00759308178043287,0.132878931157575,"CDH1;SLA",FALSE
"Ctx.cnp","MeA_either","psi<0.001",3.26508315310612,0.00794689356337672,0.153323119654379,"ARRDC3;SNX33;NINJ2;TMEM88B;MAST4;PPP1R14A;ANLN",FALSE
"Cpu","Cortex_either","psi<0.05",2.1927721661055,0.0081044353969117,0.0567310477783819,"PHYHIP;AIF1;ARHGDIB;C1QA;C1QB;CAMK2B;CRYM;DCC;GABRD;KCNA5;TYROBP;CDC42EP3;SAMD5;ICA1L;NETO2;KCNIP2",FALSE
"BF","MeA_down","psi<1e-04",Inf,0.00823300970873786,0.0737146821418226,"TAGLN",FALSE
"BF.Chat","MeA_down","psi<1e-04",16.3512820512821,0.00842453510192258,0.0737146821418226,"ECEL1;GREM1",FALSE
"Ctx.pdgfrajd340","MeA_down","psi<0.05",2.74155280422236,0.00859361625636233,0.0429680812818116,"CDK4;HEY2;MARCKS;MCM2;SHCBP1;SLC35F1;TMPO;NINJ2;C1QTNF2",FALSE
"Cpu.D1","Cortex_down","psi<0.01",2.56314699792961,0.00865247486615163,0.100945540105102,"PWWP2B;AIF1;ARHGDIB;CD4;LMO2;GIMAP8;DCLK3;RASGEF1B;GIPC2;KCNIP2",FALSE
"Cb.septin4","Amygdala_either","psi<0.01",3.595823798627,0.00870145721584292,0.101517000851501,"ALDH1A1;EMP2;HSD11B1;IL17RC;MDK;ELOVL2",FALSE
"Spc.Chat","MeA_either","psi<0.001",4.24509803921569,0.0087613211231074,0.153323119654379,"AHNAK2;CFI;NEFM;PRSS12;RSPO2",FALSE
"Cb.cnp","MeA_down","psi<0.01",3.17698568417993,0.00915542947357463,0.080110007893778,"CASQ1;NINJ2;TMEM88B;SLC25A13;NKAIN1;PPP1R14A;ANLN",FALSE
"Cb.grp","dlPFC_down","psi<0.05",4.14950319141936,0.00923758663418823,0.085199020593142,"ALDH1A1;NFKBIE;UCP2;SLC29A4;CDC42EP4",FALSE
"Cb.Aldh1L1","BLA_either","psi<0.001",7.39538938395971,0.00942441374007097,0.283697781240858,"SLC14A1;HSD11B1;MDK",FALSE
"Ctx.etv1_ts88","BLA_down","psi<0.01",7.38895348837209,0.00957875606013581,0.119870041425522,"SLCO1C1;RAB3IL1;GLT8D2",FALSE
"Ctx.Aldh1L1","BLA_up","psi<0.05",4.19990567308988,0.00962437471478003,0.336853115017301,"SLC14A1;IL17RC;MDK;PBXIP1;SLC46A1",FALSE
"Cb.septin4","dlPFC_down","psi<0.05",2.69140482612816,0.00973703092493051,0.085199020593142,"ALDH1A1;APOE;EDNRB;KCNJ16;MICAL1;UCP2;LGR6;CDC42EP4;JAM2",FALSE
"Ctx.cnp","MeA_down","psi<0.05",2.52449769433465,0.00998987293339267,0.0437056940835929,"ADAMTS1;CASQ1;MCM2;TJP2;NINJ2;TMEM88B;SLC25A13;NKAIN1;PPP1R14A;ANLN",FALSE
"Cpu.D1","dACC_down","psi<0.01",2.65267202732513,0.0100148686144417,0.170143228334215,"PWWP2B;AIF1;ARHGDIB;CD4;LMO2;NGEF;SLITRK5;SPATA2L;KCNIP2",FALSE
"Cpu.D2","dACC_down","psi<0.05",2.02913931774059,0.0101527808808718,0.059224555138419,"PWWP2B;AIF1;SPEG;ARHGDIB;CAMK2B;CD4;CDK5R1;GABRD;NEK2;PLCL2;ARHGAP20;TRIM46;NGEF;CAP2;NETO2;SLITRK5;SPATA2L;KCNIP2",FALSE
"Ctx.etv1_ts88","Amygdala_down","psi<0.01",7.22045454545454,0.010161622601386,0.16821816859428,"CRHBP;SLCO1C1;RAB3IL1",FALSE
"Spc.Chat","MeA_up","psi<0.05",2.64196976854039,0.0102336168820099,0.119392196956782,"AHNAK2;CDK9;CYB5R3;NEFM;PRSS12;TCEA2;CCDC92;RGS11;ATP8B2",FALSE
"Ctx.cort","BLA_down","psi<0.01",14.1773835920177,0.0102745749793305,0.119870041425522,"CORT;DLL3",FALSE
"Cb.Aldh1L1","dlPFC_down","psi<0.001",7.07508342602892,0.0105807810733107,0.370327337565875,"ALDH1A1;KCNJ16;CDC42EP4",FALSE
"Cb.cnp","Amygdala_either","psi<0.001",3.91770186335404,0.0114576279230317,0.185813030559746,"NINJ2;SLC25A13;NDE1;ANLN;ARSG",FALSE
"Ctx.etv1_ts88","BLA_either","psi<0.01",4.83728036669213,0.0116205791654865,0.239592794533243,"TXNIP;SLCO1C1;RAB3IL1;GLT8D2",FALSE
"Cb.grp","Cortex_down","psi<0.01",3.39937235639241,0.0117446918446004,0.102766053640253,"TPBG;UCP2;A2M;DCLK3;CDC42EP4;SLN",FALSE
"Epi.Chat","MeA_down","psi<1e-04",6.73292144748455,0.0120591380084725,0.0844139660593074,"NR4A2;SCUBE1;SOSTDC1",FALSE
"Spc","Cortex_down","psi<0.05",1.83106041821638,0.012301538423484,0.0861107689643882,"BMP2;C1QB;C3;CSF1R;CTSS;KCNJ16;LY86;MPEG1;PLA2G4A;PTPRC;DEPDC7;ENTPD3;TYROBP;TMEM119;A2M;ABCC4;LPCAT2;SLC25A13;RHPN2;LPAR6;P2RY13;P2RX5",FALSE
"Epi","dACC_down","psi<0.05",2.31813063063063,0.0126480120357943,0.0632400601789715,"C1QC;CBLN2;FCER1G;GABRA4;GPR12;RASSF3;CPNE9;TAL1;SAMD5;PCP4L1;RASL11A;LRRTM1",FALSE
"Spc","Cortex_down","psi<0.001",3.87391304347826,0.0128865525049066,0.225514668835866,"C3;LY86;MPEG1;PLA2G4A;PTPRC",FALSE
"Ctx.cnp","Cortex_up","psi<0.05",2.39854420224631,0.0135571551363938,0.237250214886892,"ARRDC3;NRAP;SYNJ2;CHDH;SNX33;PHGDH;ARSG;ATG7;EXOC6B;SBF1",FALSE
"BF.Chat","BLA_either","psi<0.01",6.39745094750964,0.013691016830471,0.239592794533243,"DLL3;GREM1;SLN",FALSE
"Ctx.cnp","MeA_down","psi<0.001",4.55477603885591,0.0140882118357415,0.246543707125476,"NINJ2;TMEM88B;PPP1R14A;ANLN",FALSE
"Ctx.cnp","dACC_up","psi<0.05",2.25729051310447,0.0141599366253566,0.24779889094374,"ARRDC3;GNA12;NRAP;SYNJ2;CHDH;SNX33;PHGDH;GOSR1;HEPACAM;ATG7;EXOC6B;SBF1",FALSE
"Ctx.cort","BLA_down","psi<1e-04",95.0074074074074,0.0142165018526677,0.444716645057555,"CORT",FALSE
"Ctx.cnp","Amygdala_down","psi<0.01",4.58659370725034,0.0144981270223012,0.16821816859428,"NINJ2;SLC25A13;NDE1;ANLN",FALSE
