"cellType","Comparison","psi","OddsRatio","pvalue","pvalBH","SymbolsIn","Bonf_sig"
"Cpu.D1","MeA_up","psi<0.01",3.89465601965602,0.100157774613765,1,"SLC30A10;RFX7",FALSE
"Ctx.Ntsr","dACC_up","psi<0.05",2.34529147982063,0.100357006315426,0.390277246782212,"EMX1;GRIN1;NCEH1;NRGN",FALSE
"Cb.septin4","MeA_down","psi<0.05",2.11911880949926,0.100573306387804,0.56300562093157,"PLEKHG2;LXN;NBL1;DPY19L3;SLC25A18",FALSE
"Cb.septin4","BLA_down","psi<0.05",2.76580674023263,0.108405659803352,0.94854952327933,"TIMP4;GRIA4;MICAL1",FALSE
"RetR.Rods","dlPFC_up","psi<0.01",3.71781305114638,0.108833783511929,0.751672433503117,"RCVRN;KLHL36",FALSE
"Ctx.Aldh1L1","Cortex_down","psi<1e-04",9.07588652482269,0.109457236249463,1,"ADHFE1",FALSE
"Cb.cnp","dlPFC_down","psi<1e-04",9.05315379163714,0.111214872573904,1,"APOD",FALSE
"Epi","Cortex_either","psi<0.001",3.66671501087745,0.111434513404915,0.957248784942138,"SLC17A6;CAPSL",FALSE
"Ctx.cnp","MeA_up","psi<0.05",2.29110863095238,0.111493366553038,1,"PLOD1;ERMP1;TRIM13;PRR5L",FALSE
"Ctx.glt25d2","Cortex_up","psi<0.001",9.50523952095808,0.111523249135231,1,"MPPED1",FALSE
"Cb.Aldh1L1","Amygdala_down","psi<0.001",8.88194444444444,0.11204938115608,1,"TIMP4",FALSE
"Ctx.etv1_ts88","BLA_down","psi<0.001",8.70408163265306,0.113756688889785,1,"RGS5",FALSE
"Cb.grp","BLA_up","psi<0.05",9.27997076023392,0.114038002121432,1,"RDH5",FALSE
"Cpu.D1","dlPFC_either","psi<0.05",2.25422804146208,0.114402501116629,0.8008175078164,"HDAC4;TEF;CAMSAP1;RASD2",FALSE
"Cb.cnp","Cortex_either","psi<0.05",0.44133533725008,0.114921996537582,0.359044262106129,"CTSC;SEZ6L2;RNF130;PCBP4",FALSE
"Cb.septin4","BLA_either","psi<0.01",3.54059350503919,0.117488231713783,1,"TIMP4;RDH5",FALSE
"Ctx.Aldh1L1","MeA_down","psi<0.05",2.21203234692971,0.118859131153925,0.56300562093157,"HES1;LMCD1;SLC25A18;MFSD2A",FALSE
"Cb.Neurod1","dlPFC_either","psi<0.001",8.30584415584416,0.118869023523476,1,"EXPH5",FALSE
"Spc","dACC_down","psi<0.05",2.63438496986884,0.119152909136013,1,"ARHGEF1;LSS;PLXNB1",FALSE
"Ctx.Aldh1L1","dACC_down","psi<1e-04",8.24887169568021,0.119405026687232,1,"ADHFE1",FALSE
"Ctx.cort","Amygdala_either","psi<0.01",8.23359073359073,0.119537863114503,1,"CRHBP",FALSE
"Ctx.Aldh1L1","dACC_up","psi<0.05",0,0.120870466393307,0.391399900137944,"",FALSE
"RetR.Rods","dACC_down","psi<0.05",2.6164952810255,0.120880790322659,1,"ARHGEF1;TSC2;SPG7",FALSE
"Cb.Aldh1L1","BLA_either","psi<0.01",3.46573464912281,0.121575973176937,1,"TIMP4;RDH5",FALSE
"Ctx.pdgfrajd340","Cortex_either","psi<0.01",0,0.122355668134138,0.712481312569406,"",FALSE
"Ctx.cort","dACC_up","psi<0.05",2.53467666354264,0.123011397186211,0.391399900137944,"PPL;KCNQ5;NRGN",FALSE
"Ctx.pnoc","Cortex_either","psi<0.05",2.16453350570998,0.123100889864958,0.359044262106129,"RPP25;PARM1;TMEM130;ZBTB38",FALSE
"Ctx.pnoc","BLA_down","psi<0.01",7.89506172839506,0.124417621371114,1,"IGF1",FALSE
"Cpu.D1","Cortex_up","psi<0.001",3.390093708166,0.125196124646136,1,"PDE1B;RASD2",FALSE
"Cb.septin4","BLA_up","psi<0.01",8.38425925925926,0.125276271377426,1,"RDH5",FALSE
"Ctx.cort","BLA_either","psi<0.01",7.81013431013431,0.125426767412862,1,"NXPH2",FALSE
"Cb.cnp","Cortex_up","psi<0.05",0.391457124435848,0.125706099546488,0.365941262548693,"CTSC;SEZ6L2;RNF130",FALSE
"Cb.grp","Amygdala_down","psi<0.01",7.83210784313725,0.125817918863192,1,"TIMP4",FALSE
"Cpu.D2","Cortex_up","psi<0.01",2.14293024049122,0.126091913107769,0.705265948331604,"PWWP2B;PDE1B;RASD2;HRH3",FALSE
"Cpu.Chat","BLA_up","psi<0.05",8.29515706806283,0.126517111881646,1,"MKRN3",FALSE
"Cb.cnp","dlPFC_either","psi<0.01",2.51645925331192,0.126918850976135,0.692405679648569,"APOD;CSF1;PRRG1",FALSE
"Cb.Aldh1L1","BLA_up","psi<0.01",8.20790155440415,0.127756387520577,1,"RDH5",FALSE
"Ctx.etv1_ts88","MeA_down","psi<1e-04",7.56390532544379,0.129688776452629,1,"LMCD1",FALSE
"Cpu.D1","dlPFC_up","psi<0.001",7.51527614571093,0.129922249750858,1,"RASD2",FALSE
"Cb.Lypd6","Cortex_either","psi<0.01",2.47213500784929,0.130113483654557,0.712481312569406,"ASGR1;MGAT5B;ARL4C",FALSE
"Ctx.pnoc","dlPFC_either","psi<0.001",7.50029325513196,0.130343183125125,1,"PTHLH",FALSE
"Ctx.glt25d2","Cortex_either","psi<0.001",7.99747474747475,0.130847741662267,0.957248784942138,"MPPED1",FALSE
"Cb.septin4","BLA_either","psi<1e-04",7.4539627039627,0.130870932587025,1,"RDH5",FALSE
"Cb.cnp","dACC_either","psi<0.05",0.326521855725396,0.133177183395463,0.478368807376403,"IL1RAP;SEZ6L2",FALSE
"Spc","Cortex_up","psi<0.05",0.323689494821391,0.135921040375229,0.365941262548693,"MCF2;SLC17A6",FALSE
"Ctx.pnoc","dACC_either","psi<0.05",2.40858778625954,0.136676802107544,0.478368807376403,"PARM1;TMEM130;ZBTB38",FALSE
"Cb.Aldh1L1","BLA_down","psi<0.001",7.10222222222222,0.137046978501265,1,"TIMP4",FALSE
"Epi","MeA_either","psi<0.05",2.07324735449735,0.137441863219031,0.696629229138278,"NAPEPLD;PROKR2;BOK;PKP2",FALSE
"Ctx.etv1_ts88","Amygdala_either","psi<0.001",7.05350248207391,0.137632182470728,1,"RGS5",FALSE
"BF","dlPFC_either","psi<0.01",7.04462809917355,0.137910962204077,0.692405679648569,"ACTA2",FALSE
"Cpu.D1","dlPFC_either","psi<0.01",3.17092092092092,0.138481135929714,0.692405679648569,"TEF;RASD2",FALSE
"Ctx.Aldh1L1","MeA_either","psi<0.05",1.94459833795014,0.139325845827656,0.696629229138278,"HES1;SLC30A10;LMCD1;CCDC80;SLC25A18;MFSD2A",FALSE
"Cpu","dlPFC_up","psi<0.01",6.91189189189189,0.140187346374519,0.751672433503117,"RASD2",FALSE
"Ctx.cort","Cortex_either","psi<0.01",3.12863687012505,0.142496262513881,0.712481312569406,"CRHBP;PPL",FALSE
"BF.Chat","MeA_down","psi<0.001",6.77984084880637,0.14303335933181,1,"TACR3",FALSE
"Cb.grp","MeA_down","psi<0.001",6.77984084880637,0.14303335933181,1,"HS3ST2",FALSE
"Cb.cnp","MeA_up","psi<0.05",2.07493867884632,0.143139708718784,1,"PLOD1;ERMP1;TRIM13;PRR5L",FALSE
"Ctx.cort","Cortex_either","psi<0.001",7.10830527497194,0.144291026242495,0.957248784942138,"CRHBP",FALSE
"Ctx.etv1_ts88","BLA_either","psi<0.001",6.69073783359498,0.144337190034752,1,"RGS5",FALSE
"Ctx.cort","Cortex_up","psi<0.05",2.00127530687072,0.149495172701947,0.373737931754868,"PPL;TMEM44;KCNQ5;NRGN",FALSE
"Ctx.pnoc","dlPFC_up","psi<0.01",6.3978978978979,0.150334486700623,0.751672433503117,"PTHLH",FALSE
"Epi.Chat","MeA_down","psi<0.01",2.97838345864662,0.15218847900453,0.761573789749358,"TBC1D10A;SPA17",FALSE
"Cb.grp","BLA_down","psi<0.01",6.26274509803922,0.153612178924928,1,"TIMP4",FALSE
"Cb.Lypd6","Amygdala_up","psi<0.05",6.41262626262626,0.155305906391012,1,"HSD11B1",FALSE
"Ctx.Aldh1L1","MeA_either","psi<0.001",2.91921749136939,0.156622421490158,1,"LMCD1;SLC25A18",FALSE
"Ctx.pnoc","BLA_either","psi<0.01",6.06885090218424,0.157599938943213,1,"IGF1",FALSE
"Epi","dACC_up","psi<1e-04",6.13468013468013,0.157752556052056,1,"SLC17A6",FALSE
"Ctx.etv1_ts88","dlPFC_down","psi<0.01",6.14030858244937,0.158780427699067,1,"TXNIP",FALSE
"Ctx.glt25d2","MeA_down","psi<0.05",2.24543501611171,0.159451552631807,0.56300562093157,"EGR2;HS3ST2;NPAS4",FALSE
"Cpu.Chat","MeA_down","psi<0.001",5.95617715617716,0.160513117125971,1,"TACR3",FALSE
"Ctx.pnoc","Cortex_up","psi<0.01",2.87656285519436,0.161088416071733,0.705265948331604,"RPP25;ZBTB38",FALSE
"Ctx.cnp","dlPFC_down","psi<0.05",3.00170233463035,0.161110023478264,1,"APOD;PRRG1",FALSE
"Epi","MeA_either","psi<0.01",2.84668911335578,0.162736099516153,0.813680497580765,"NAPEPLD;PROKR2",FALSE
"Cpu.D1","Cortex_either","psi<0.001",2.84963338973491,0.164099791704367,0.957248784942138,"PDE1B;RASD2",FALSE
"Cpu.D2","dlPFC_up","psi<0.001",5.56887532693984,0.170280160964829,1,"RASD2",FALSE
"Spc","dlPFC_down","psi<0.01",5.67067736185383,0.17058360452652,1,"APOD",FALSE
"Cb.grp","dlPFC_either","psi<0.05",2.7557734204793,0.171876125689957,0.966423320355238,"SLC29A4;HSPB6",FALSE
"Cb.pcp2","MeA_down","psi<0.01",2.74848090277778,0.17204555148698,0.761573789749358,"DUSP2;LMO2",FALSE
"Epi","MeA_down","psi<0.001",5.45854700854701,0.173392048101913,1,"PROKR2",FALSE
"Ctx.glt25d2","Cortex_up","psi<0.01",2.72181583476764,0.17499288278764,0.705265948331604,"MPPED1;SLITRK3",FALSE
"RetR.Rods","dlPFC_up","psi<1e-04",5.39400337837838,0.175194900777808,1,"RCVRN",FALSE
"Cb.pcp2","dlPFC_up","psi<1e-04",5.39400337837838,0.175194900777808,1,"RGS8",FALSE
"RetR.Rods","Amygdala_either","psi<1e-04",5.39400337837838,0.175194900777808,1,"RCVRN",FALSE
"RetR.Rods","Amygdala_up","psi<0.01",5.5578947368421,0.176663634404302,1,"RCVRN",FALSE
"Cpu.Chat","Amygdala_up","psi<0.05",5.5283595113438,0.177507482776483,1,"MKRN3",FALSE
"Ctx.Aldh1L1","Cortex_down","psi<0.001",5.31833333333333,0.177884366961081,1,"ADHFE1",FALSE
"RetC.Cones","dACC_up","psi<0.05",0.352040816326531,0.179362916869583,0.469428887749078,"TEF;ZDHHC5",FALSE
"Cb.pcp2","MeA_down","psi<0.05",2.11533265788585,0.179546095634693,0.56300562093157,"DUSP2;LMO2;DYRK3",FALSE
"Ctx.Aldh1L1","Cortex_up","psi<0.01",0,0.180022492578852,0.705265948331604,"",FALSE
"Ctx.pdgfrajd340","Cortex_up","psi<0.01",0,0.181354100999555,0.705265948331604,"",FALSE
"Epi","Cortex_down","psi<0.01",5.18780487804878,0.181863685760966,1,"CAPSL",FALSE
"Cb.cnp","BLA_up","psi<0.01",5.53785211267606,0.182516622995297,1,"MKRN3",FALSE
"Cb.cnp","dlPFC_down","psi<0.001",5.19321895424837,0.184540966563086,1,"APOD",FALSE
"Cb.grp","Amygdala_either","psi<0.01",5.07511923688394,0.184939489077465,1,"TIMP4",FALSE
"BS","dACC_up","psi<0.05",2.0706843606054,0.18552705737949,0.469428887749078,"MCF2;SLC17A6;PLEKHA6",FALSE
"Cpu.D1","dlPFC_either","psi<0.001",5.04861660079051,0.185548770403169,1,"RASD2",FALSE
"Cb.septin4","dACC_up","psi<0.05",0.258174258174258,0.187771555099631,0.469428887749078,"PTGR1",FALSE
"Ctx.glt25d2","MeA_up","psi<0.01",4.97933723196881,0.1878385274301,1,"QRFPR",FALSE
"Epi.Chat","BLA_up","psi<0.05",5.25376254180602,0.191243431459729,1,"RDH5",FALSE
"Ctx.etv1_ts88","Amygdala_down","psi<0.05",2.62515829463909,0.191320683807281,1,"CRHBP;RGS5",FALSE
"Ctx.cort","MeA_down","psi<0.05",2.55120967741935,0.192308165561989,0.56300562093157,"KLF5;EGR2",FALSE
"Ctx.Aldh1L1","dACC_down","psi<0.001",4.83371212121212,0.193341564320122,1,"ADHFE1",FALSE
"Cb.grp","BLA_either","psi<0.01",4.81410256410256,0.19367832352667,1,"TIMP4",FALSE
"Ctx.Ntsr","MeA_up","psi<0.05",2.54626262626263,0.194422775233785,1,"QRFPR;CCDC80",FALSE
"Cb.Aldh1L1","Amygdala_either","psi<0.05",2.05081830790569,0.195714469854633,1,"TIMP4;HSD11B1;RDH5",FALSE
"Epi","MeA_up","psi<0.05",2.53479485116653,0.195721463188949,1,"NAPEPLD;BOK",FALSE
"Ctx","dACC_up","psi<0.01",4.76917321361766,0.196320595328908,1,"MPPED1",FALSE
"Cpu.D2","dACC_either","psi<0.01",2.00333969465649,0.197371430154282,1,"PWWP2B;RUFY2;RASD2",FALSE
"Epi","dACC_down","psi<0.01",4.71507760532151,0.197623417242021,1,"CAPSL",FALSE
"Epi.Chat","MeA_down","psi<0.05",2.00609267275934,0.198988804019529,0.56300562093157,"TBC1D10A;GPR3;SPA17",FALSE
"Cpu","dlPFC_either","psi<0.01",4.64327272727273,0.199679342327688,0.788595366141748,"RASD2",FALSE
"Spc.Chat","MeA_down","psi<0.05",1.99920102269096,0.200303484422988,0.56300562093157,"GRIK4;GPR3;NEBL",FALSE
"BS","dlPFC_either","psi<0.05",2.47501469723692,0.201689315258285,0.966423320355238,"APOD;PRRG1",FALSE
"Cpu.D2","MeA_up","psi<0.001",4.57598566308244,0.202310701685958,1,"RFX7",FALSE
"Cb.pcp2","dlPFC_up","psi<0.05",2.46446800157048,0.205310350441961,1,"INPP4A;RGS8",FALSE
"RetR.Rods","Cortex_up","psi<1e-04",2.41805316504112,0.208089327642349,1,"RCVRN;STK35",FALSE
"Ctx.pnoc","Cortex_either","psi<0.01",2.41796762762188,0.208752951539164,0.79037239337188,"RPP25;ZBTB38",FALSE
"BF.Chat","MeA_down","psi<0.05",2.40948932926829,0.209116373488869,0.56300562093157,"TACR3;LYPD1",FALSE
"Ctx.etv1_ts88","MeA_either","psi<1e-04",4.41337491337491,0.210330600126482,1,"LMCD1",FALSE
"Ctx.cnp","MeA_up","psi<1e-04",4.36376068376068,0.210872588528766,1,"PRR5L",FALSE
"Ctx.pnoc","dlPFC_either","psi<0.01",4.2979797979798,0.21356905473143,0.788595366141748,"PTHLH",FALSE
"Epi","dACC_either","psi<0.01",2.36812570145903,0.213879143420732,1,"SLC17A6;CAPSL",FALSE
"Cb","Cortex_either","psi<0.05",1.50016277807922,0.214662226711874,0.577936764224277,"LIN7A;TSPAN9;FZD1;GABRD;ITPR1;KCNC1;ANXA1;CCNL1;RUFY2",FALSE
"Cb.Aldh1L1","BLA_either","psi<0.05",1.93964838625033,0.21673224895379,1,"TIMP4;MICAL1;RDH5",FALSE
"RetR.Rods","dlPFC_up","psi<0.001",4.15304461087594,0.22049322487385,1,"RCVRN",FALSE
"RetR.Rods","Amygdala_either","psi<0.001",4.15304461087594,0.22049322487385,1,"RCVRN",FALSE
"Cb.septin4","Cortex_up","psi<0.05",0.46414879483773,0.220567183106732,0.514656760582374,"FZD1;ROR2;PTGR1",FALSE
"RetC.Cones","dlPFC_down","psi<0.001",4.23830213903743,0.220684120859052,1,"HPS5",FALSE
"Ctx.Aldh1L1","BLA_down","psi<0.05",2.35786490316486,0.220828321234699,1,"TIMP4;MICAL1",FALSE
"Ctx.pnoc","dACC_up","psi<0.001",4.1524926686217,0.22105589604974,1,"ZBTB38",FALSE
"Spc.Chat","dlPFC_up","psi<0.05",2.32961724266072,0.222693120819163,1,"SLC29A4;SLC35F2",FALSE
"Cb.pcp2","dlPFC_up","psi<0.001",4.10328185328185,0.222809013901666,1,"RGS8",FALSE
"RetR.Rods","Cortex_either","psi<0.01",1.73068395964971,0.223990331185103,0.79037239337188,"HIPK2;RCVRN;CDON;SUV39H2;STK35",FALSE
"Ctx.cort","dACC_either","psi<0.05",1.87176563894121,0.224356806923836,0.713862567484932,"PPL;KCNQ5;NRGN",FALSE
"RetC.Cones","dlPFC_either","psi<0.01",1.88351326808597,0.225312961754785,0.788595366141748,"TEF;HSPB6;HPS5",FALSE
"Ctx.glt25d2","Cortex_either","psi<0.01",2.28788977519942,0.225820683820537,0.79037239337188,"MPPED1;SLITRK3",FALSE
"Ctx.etv1_ts88","MeA_down","psi<0.001",4.00627943485086,0.226988534818936,1,"LMCD1",FALSE
"Cb.septin4","MeA_either","psi<0.01",1.85095422656135,0.22927397656054,1,"PLEKHG2;PTGR1;SLC25A18",FALSE
"Ctx.pdgfrajd340","dlPFC_down","psi<0.01",4.05147058823529,0.2294805394933,1,"GPSM2",FALSE
"RetC.Cones","Cortex_down","psi<0.01",2.29314942528736,0.229756382634277,1,"ANXA1;CCNL1",FALSE
"RetC.Cones","BLA_down","psi<0.01",2.29314942528736,0.229756382634277,1,"RGS5;KDM3B",FALSE
"BF.Chat","MeA_either","psi<0.001",3.95588692140416,0.230804057500222,1,"TACR3",FALSE
"Cb.grp","MeA_either","psi<0.001",3.95588692140416,0.230804057500222,1,"HS3ST2",FALSE
"RetC.Cones","dlPFC_either","psi<0.05",1.70506653163417,0.231751683741627,0.966423320355238,"EHMT2;ELAC1;TEF;HSPB6;HPS5",FALSE
"RetR.Rods","dlPFC_down","psi<0.01",3.92167182662539,0.236016225030101,1,"GPSM2",FALSE
"Cb.septin4","BLA_either","psi<0.001",3.80113297555158,0.237857414061743,1,"RDH5",FALSE
"Cb.septin4","Amygdala_down","psi<0.05",2.24094202898551,0.240147146204236,1,"TIMP4;GRIA4",FALSE
"BS.chat","MeA_up","psi<0.05",2.19737762237762,0.240429288616533,1,"HPN;QRFPR",FALSE
"Cpu.D2","dlPFC_either","psi<0.001",3.74105571847507,0.240641963197839,1,"RASD2",FALSE
"Cpu.D2","BLA_down","psi<0.05",2.20813757645599,0.242304331475198,1,"RHBDL3;NETO2",FALSE
"Ctx.Aldh1L1","Cortex_up","psi<0.05",0.407393959399241,0.245865759743267,0.537831349438396,"TMEM44;PTGES",FALSE
"Hyp","Cortex_either","psi<0.05",1.62423201082995,0.247227504002685,0.598708344519189,"CAMTA1;SLC17A6;DISP2;CAPSL;HRH3",FALSE
"RetR.Rods","dlPFC_either","psi<1e-04",3.62357954545455,0.24726587331998,1,"RCVRN",FALSE
"Cb.pcp2","dlPFC_either","psi<1e-04",3.62357954545455,0.24726587331998,1,"RGS8",FALSE
"Cb","dlPFC_either","psi<0.05",1.78503016952399,0.248508853805633,0.966423320355238,"UNC5C;EXPH5;RGS8",FALSE
"Ctx.glt25d2","MeA_up","psi<0.05",2.13857677902622,0.249723440178422,1,"QRFPR;SMC1A",FALSE
"Epi","dACC_up","psi<0.001",3.57435465768799,0.250917514486498,1,"SLC17A6",FALSE
"Epi","Cortex_up","psi<1e-04",3.61733675506131,0.251133687417077,1,"SLC17A6",FALSE
"Cb.cnp","Amygdala_up","psi<0.01",3.69072769953052,0.252586732831399,1,"MKRN3",FALSE
"RetC.Cones","dACC_either","psi<0.05",0.530879435750496,0.252624517968156,0.736821510740456,"ANXA1;TEF;ZDHHC5;UCKL1",FALSE
"Ctx.Aldh1L1","dACC_down","psi<0.05",2.13630136986301,0.252678319695821,1,"PXMP4;ADHFE1",FALSE
"Ctx","dACC_either","psi<0.01",3.54051796157059,0.254167178504662,1,"MPPED1",FALSE
"Cb.septin4","MeA_down","psi<0.01",2.09790558510638,0.254552174573723,0.761573789749358,"PLEKHG2;SLC25A18",FALSE
"Cb.septin4","Cortex_either","psi<0.05",0.52346314773093,0.256589290508224,0.598708344519189,"FZD1;PLXNB1;ROR2;PTGR1",FALSE
"RetC.Cones","dlPFC_down","psi<0.05",2.17089285714286,0.257100805428208,1,"ELAC1;HPS5",FALSE
"Cpu.Chat","MeA_either","psi<0.001",3.47529347529348,0.257285809294387,1,"TACR3",FALSE
"Ctx.etv1_ts88","Cortex_down","psi<0.01",3.47595628415301,0.257645195386608,1,"CRHBP",FALSE
"Ctx.etv1_ts88","BLA_down","psi<0.01",3.47595628415301,0.257645195386608,1,"RGS5",FALSE
"Epi","MeA_up","psi<0.01",3.45447154471545,0.257718328882457,1,"NAPEPLD",FALSE
"Ctx.cnp","MeA_either","psi<0.001",2.07239967239967,0.257909783924488,1,"TRIM13;PRR5L",FALSE
"Ctx.glt25d2","MeA_down","psi<0.01",3.44183535762483,0.258254128178588,0.761573789749358,"NPAS4",FALSE
"Hyp","MeA_either","psi<0.05",1.72885321100917,0.259466658760662,0.80642090389275,"OPRL1;DISP2;JMY",FALSE
"Cb.cnp","MeA_up","psi<1e-04",3.41258366800535,0.260387571914931,1,"PRR5L",FALSE
"Cb.Neurod1","dlPFC_up","psi<0.01",3.40808134867541,0.261167664092422,0.953139508199722,"EXPH5",FALSE
"Ctx.pdgfrajd340","BLA_up","psi<0.05",3.65023474178404,0.261875868991963,1,"MKRN3",FALSE
"Cb.Aldh1L1","MeA_down","psi<0.01",2.05354817708333,0.262169444047731,0.761573789749358,"DPY19L3;SLC25A18",FALSE
"Epi.Chat","Amygdala_up","psi<0.05",3.50139353400223,0.264086079501853,1,"RDH5",FALSE
"RetR.Rods","Cortex_either","psi<1e-04",2.03255176859238,0.265950596327355,1,"RCVRN;STK35",FALSE
"Hyp.Hcrt","MeA_either","psi<0.05",0,0.267864863932125,0.80642090389275,"",FALSE
"Cb.septin4","MeA_up","psi<0.001",3.29276485788114,0.268339086164203,1,"PTGR1",FALSE
"Ctx.pdgfrajd340","dACC_either","psi<0.01",0,0.26966755911428,1,"",FALSE
"Cb.Aldh1L1","dACC_either","psi<0.01",0,0.273384950273095,1,"",FALSE
"Spc","BLA_down","psi<0.01",3.21010101010101,0.275501863479366,1,"IGF1",FALSE
"Epi","MeA_either","psi<0.001",3.18493493493493,0.276552282887577,1,"PROKR2",FALSE
"Cpu.D1","MeA_either","psi<0.05",1.65939138618742,0.277737486181823,0.80642090389275,"KLF5;EGR2;LMO2;SLC30A10;RHBDL3;RFX7",FALSE
"Cb.Grm2","dACC_either","psi<0.05",0,0.282215001763656,0.75980962013292,"",FALSE
"Cb","dACC_down","psi<0.05",1.96930379746835,0.282295869785982,1,"ANXA1;RUFY2",FALSE
"Cpu.D1","MeA_down","psi<0.05",1.88911766948829,0.282657639661145,0.618414357845902,"KLF5;EGR2;LMO2;RHBDL3",FALSE
"Ctx.pdgfrajd340","MeA_down","psi<0.05",1.88911766948829,0.282657639661145,0.618414357845902,"PLEKHG2;HES1;LMCD1;MFSD2A",FALSE
"Ctx.pnoc","dACC_either","psi<0.001",3.08270676691729,0.28480471215103,1,"ZBTB38",FALSE
"Ctx.cort","dACC_up","psi<0.01",3.06228956228956,0.28525866779559,1,"PPL",FALSE
"Cb.grp","Amygdala_down","psi<0.05",3.08942495126706,0.285767981767293,1,"TIMP4",FALSE
"Ctx","Amygdala_down","psi<0.05",3.08942495126706,0.285767981767293,1,"CRHBP",FALSE
"Cb.Lypd6","Cortex_up","psi<1e-04",3.03760479041916,0.289530456905884,1,"ASGR1",FALSE
"Cb.septin4","BLA_up","psi<0.05",3.21855509355509,0.290723358562166,1,"RDH5",FALSE
"Cb.Grm2","MeA_down","psi<0.01",2.97039627039627,0.291940793455485,0.761573789749358,"LYPD1",FALSE
"RetC.Cones","Amygdala_down","psi<0.001",3.00047348484848,0.292769653292519,1,"RGS5",FALSE
"BS.chat","MeA_either","psi<0.05",1.79514786103933,0.293243193503089,0.80642090389275,"GPR3;HPN;LXN;QRFPR",FALSE
"Ctx.Aldh1L1","Amygdala_either","psi<0.05",1.89832572298326,0.295259565561818,1,"TIMP4;HSD11B1",FALSE
"Ctx.etv1_ts88","dACC_down","psi<0.05",1.88546723300971,0.299073073231103,1,"ARHGEF1;ADHFE1",FALSE
"Cb.grp","MeA_down","psi<0.01",2.88257918552036,0.299219575037595,0.761573789749358,"HS3ST2",FALSE
"Cpu.D2","Cortex_down","psi<0.01",2.89908675799087,0.299804436469373,1,"RUFY2",FALSE
"RetR.Rods","Cortex_up","psi<0.001",1.85498089920658,0.299860549010421,1,"RCVRN;STK35",FALSE
"Cpu","MeA_down","psi<0.05",1.85686910377358,0.300242535703671,0.618414357845902,"KLF5;EGR2",FALSE
"RetR.Rods","MeA_down","psi<0.05",1.74377073480624,0.300372688096581,0.618414357845902,"CCND3;TACR3;RHBDL3;PKP2",FALSE
"Spc","Cortex_down","psi<0.05",1.8735632183908,0.302661259174187,1,"ARHGEF1;PLXNB1",FALSE
"Spc","BLA_down","psi<0.05",1.8735632183908,0.302661259174187,1,"IGF1;NXPH2",FALSE
"BF.Chat","MeA_down","psi<0.01",2.84057971014493,0.302831281116583,0.761573789749358,"TACR3",FALSE
"RetR.Rods","BLA_down","psi<0.05",1.86086695214484,0.305360185684441,1,"CCND3;RHBDL3",FALSE
"Ctx.pnoc","dlPFC_up","psi<0.05",2.8167922020381,0.306012983211201,1,"PTHLH",FALSE
"Ctx.etv1_ts88","dlPFC_up","psi<0.01",2.8167922020381,0.306012983211201,0.953139508199722,"ACTA2",FALSE
"RetC.Cones","dlPFC_up","psi<0.01",1.84622222222222,0.306256064167924,0.953139508199722,"TEF;HSPB6",FALSE
"Cpu.D1","dACC_up","psi<0.001",2.79512516469038,0.307282087173808,1,"RASD2",FALSE
"RetR.Rods","dlPFC_either","psi<0.001",2.78992332968237,0.307428682136853,1,"RCVRN",FALSE
"Cb.cnp","dlPFC_either","psi<1e-04",2.78992332968237,0.307428682136853,1,"APOD",FALSE
"Ctx","Cortex_up","psi<0.01",2.81215347083611,0.307988416588295,1,"MPPED1",FALSE
"Ctx.cnp","BLA_up","psi<0.05",2.99781553398058,0.308050932866995,1,"MKRN3",FALSE
"Cb.Aldh1L1","BLA_up","psi<0.05",2.98573500967118,0.309058381025001,1,"RDH5",FALSE
"Cb.pcp2","dlPFC_either","psi<0.001",2.75649350649351,0.310460813619953,1,"RGS8",FALSE
"Cb.septin4","Amygdala_down","psi<0.01",2.79122574955908,0.310666984845018,1,"TIMP4",FALSE
"Ctx.cnp","dlPFC_either","psi<0.01",1.81034731229284,0.311215989408293,0.99023269357184,"APOD;PRRG1",FALSE
"Ctx.Aldh1L1","Amygdala_up","psi<0.05",2.84517304189435,0.313483462005152,1,"HSD11B1",FALSE
"Spc.Chat","dlPFC_up","psi<0.01",2.72651222651223,0.314249161987997,0.953139508199722,"SLC29A4",FALSE
"Cb.septin4","Cortex_up","psi<0.001",1.78908575478384,0.314316812339531,1,"FZD1;PTGR1",FALSE
"Cb.Aldh1L1","Amygdala_down","psi<0.01",2.73251295336788,0.316085817322329,1,"TIMP4",FALSE
"Cb.septin4","MeA_either","psi<0.05",1.46111463453306,0.316307216376446,0.80642090389275,"PLEKHG2;LXN;NBL1;DPY19L3;PTGR1;SLC25A18",FALSE
"Ctx.Aldh1L1","BLA_either","psi<0.05",1.79812545061283,0.316444134568144,1,"TIMP4;MICAL1",FALSE
"Ctx.cort","Cortex_down","psi<0.05",2.71111111111111,0.3166784245303,1,"CRHBP",FALSE
"Ctx.cort","BLA_down","psi<0.05",2.71111111111111,0.3166784245303,1,"NXPH2",FALSE
"Cpu.D2","dACC_up","psi<0.01",1.77762139338494,0.316703480968125,1,"PWWP2B;RASD2",FALSE
"RetR.Rods","Cortex_up","psi<0.01",1.63297247945741,0.319072343003621,1,"RCVRN;CDON;SUV39H2;STK35",FALSE
"Ctx.etv1_ts88","BLA_either","psi<0.01",2.67192097519966,0.319248902553446,1,"RGS5",FALSE
