"cellType","Comparison","psi","OddsRatio","pvalue","pvalBH","SymbolsIn","Bonf_sig"
"Ctx.cort","Amygdala_either","psi<0.05",5.15887084379323,0.000298579435002056,0.00471297728128777,"CORT;CRHBP;NXPH2;PTGS1;ST8SIA4;SST;GPD1L;ATG7",FALSE
"Ctx.etv1_ts88","MeA_down","psi<0.05",3.83777915632754,0.000329932219930475,0.00577381384878331,"CRHBP;FMOD;ID3;JUNB;ALDH1A2;NPAS4;SLC13A4;LMCD1;PPP1R3C;SCUBE1;MYL9",FALSE
"Spc","Amygdala_down","psi<0.05",3.84328717469487,0.000337629772624647,0.00295426051046566,"ART3;C3;FMOD;IGF1;MPEG1;NXPH2;TYROBP;A2M;LPCAT2;P2RY13;OLFML3",FALSE
"Ctx.cort","MeA_down","psi<1e-04",131.690721649485,0.000347679223409364,0.0121687728193277,"CORT;CRHBP",FALSE
"Ctx.cort","Cortex_down","psi<0.001",27.8461538461538,0.000396975685932634,0.00694707450382109,"CORT;CRHBP;SST",FALSE
"Cb.Aldh1L1","Cortex_down","psi<0.05",2.5904546523214,0.000401693642251203,0.00810327293472819,"NPY;ALDH1A1;CYBA;EDNRB;ID3;KCNJ16;MICAL1;THBS3;UCP2;CDC14A;A2M;NKAIN4;RBM24;CMTM6;JAM2;TMEM179B;RASL11A;IFI35;USP6NL",FALSE
"Ctx.etv1_ts88","Amygdala_down","psi<0.001",12.8806875631951,0.000402220983681199,0.00703886721442098,"FERMT3;PTPN6;TYROBP;P2RY13",FALSE
"Spc","Amygdala_either","psi<0.05",3.10068468468468,0.000429604655589797,0.00471297728128777,"ARRDC3;ART3;C3;FMOD;IGF1;MPEG1;NXPH2;TYROBP;A2M;LPCAT2;DZIP1;ARSG;P2RY13;OLFML3",FALSE
"Cb.Lypd6","Amygdala_either","psi<0.05",4.86153251521886,0.000434371520019781,0.00471297728128777,"STARD5;PLCB2;SLC6A1;CLEC2L;ZDHHC1;ANTXR2;PRDM8;KCNC4",FALSE
"Cb.septin4","Cortex_down","psi<0.05",2.63211206896552,0.000463044167698754,0.00810327293472819,"NPY;ALDH1A1;CYBA;EDNRB;KCNJ16;MICAL1;DEPDC7;THBS3;UCP2;CDC14A;A2M;LGR6;NKAIN4;RBM24;JAM2;TMEM179B;RASL11A;IFI35",FALSE
"Ctx.etv1_ts88","Amygdala_either","psi<0.05",3.17371254403673,0.000538625975004316,0.00471297728128777,"PLD4;FERMT3;CRHBP;FMOD;PTPN6;IGFBP2;ITGB2;PTGS1;TGFBR2;TYROBP;SLCO1C1;P2RY13;ATG7",FALSE
"Ctx.pnoc","Amygdala_down","psi<0.01",11.6133150934793,0.000580029831271396,0.00676701469816628,"CORT;HAPLN1;IGF1;PNOC",FALSE
"Ctx.etv1_ts88","Cortex_down","psi<0.01",4.59935926773455,0.000618372666736878,0.0216430433357907,"FERMT3;C1QA;C1QB;C1QC;CRHBP;CYBA;PTPN6;TRIM54",FALSE
"Ctx.etv1_ts88","dlPFC_either","psi<1e-04",11.5862700228833,0.000668501033216254,0.0232494647688671,"C1QB;C1QC;PTPN6;TRIM54",FALSE
"Ctx.etv1_ts88","dlPFC_down","psi<0.01",7.78862687300418,0.000698042543078741,0.0244314890077559,"C1QB;C1QC;PTPN6;CYP26B1;TRIM54",FALSE
"Ctx.pnoc","dACC_down","psi<0.05",5.06977011494253,0.00076389725253065,0.0267364038385727,"NPY;CORT;HAPLN1;KIT;SST;PDSS2;HDAC9",FALSE
"Ctx.etv1_ts88","Cortex_either","psi<1e-04",8.09181559181559,0.000768121491779998,0.01344212610615,"C1QA;C1QB;C1QC;PTPN6;TRIM54",FALSE
"Epi.Chat","MeA_down","psi<1e-04",9.91968810916179,0.00101524802080818,0.0177668403641432,"NR4A2;CXCL11;SCUBE1;SOSTDC1",FALSE
"Cpu.D1","dACC_up","psi<0.05",2.92980529937052,0.00106711482978479,0.0186745095212338,"ADCY9;ELK1;IL17RC;PIKFYVE;ASH1L;KDM4B;HDAC4;RAB11FIP3;TEF;PPP1R16B;CRTC1;RASD2;PUM2",FALSE
"Ctx.cort","Amygdala_either","psi<0.01",9.64634377967711,0.00115825827469179,0.0202695198071063,"CORT;CRHBP;NXPH2;SST",FALSE
"Ctx.cort","dlPFC_either","psi<1e-04",66.0364583333333,0.00132854084393526,0.0232494647688671,"CORT;SST",FALSE
"Ctx.cort","dACC_either","psi<0.001",18.0114667940755,0.0013567149129937,0.0474850219547795,"CORT;CRHBP;SST",FALSE
"Ctx.pnoc","Amygdala_down","psi<0.001",15.1676575505351,0.0014148284106865,0.0165063314580092,"CORT;IGF1;PNOC",FALSE
"Ctx.cort","dlPFC_down","psi<0.001",44.4201388888889,0.00142346199231656,0.0249105848655399,"CORT;SST",FALSE
"Cpu","dlPFC_either","psi<0.05",3.32400895140665,0.0015083944780412,0.0417943763013763,"NHSL2;C1QB;KIF5A;SST;OSBPL8;SCN4B;GPR155;INF2;FCHO1;RASD2",FALSE
"Cb.septin4","Cortex_either","psi<0.05",2.08425039872408,0.00151644853762296,0.0265378494084019,"NPY;ALDH1A1;FGFRL1;CYBA;EDNRB;KCNJ16;IL17RC;MICAL1;MDK;S100A6;DEPDC7;THBS3;TIMP1;TPMT;UCP2;CDC14A;MAN1C1;A2M;PFKFB4;LGR6;NKAIN4;RBM24;JAM2;TMEM179B;RASL11A;IFI35",FALSE
"Ctx.cort","MeA_either","psi<1e-04",60.8798076923077,0.00155473057956206,0.0437641294107013,"CORT;CRHBP",FALSE
"Cb.Lypd6","MeA_either","psi<0.05",3.5672592451754,0.00160315040845149,0.0561102642958023,"SNX21;GRM8;HEY2;STARD5;NFKBIE;SLC13A4;LHFPL4;ADAMTS8;FNDC5",FALSE
"Cb.septin4","dlPFC_down","psi<0.05",3.60878191575866,0.00170514130725963,0.0298399728770435,"ALDH1A1;EDNRB;KCNJ16;MICAL1;LGR6;ELOVL2;SLC4A4;NKAIN4;TMEM179B",FALSE
"Ctx.cort","dACC_down","psi<0.01",8.49941344058991,0.00181414251007728,0.063494987852705,"NPY;CORT;CRHBP;SST",FALSE
"Ctx.Ntsr","MeA_down","psi<0.05",4.34249011857708,0.00181991907611733,0.0212323892213688,"BTG2;BCL11A;JUNB;NR4A2;ITGBL1;PROKR2;SCUBE1",FALSE
"Ctx.pnoc","Amygdala_either","psi<0.05",4.86562560246771,0.00214942257953861,0.0150459580567703,"CORT;HAPLN1;IGF1;PNOC;NXPH2;SST",FALSE
"Ctx.cort","Cortex_either","psi<0.001",15.1906110886281,0.00217671301854745,0.0426894987974916,"CORT;CRHBP;SST",FALSE
"Epi","dACC_down","psi<1e-04",13.0201640464798,0.00231062888558412,0.040436005497722,"SLITRK6;RAMP3;ENKUR",FALSE
"Spc","Amygdala_down","psi<0.01",5.81663602941176,0.00237664158469949,0.0207956138661205,"ART3;C3;IGF1;MPEG1;TYROBP",FALSE
"Spc","dlPFC_either","psi<0.05",2.48899283135899,0.00238825007436436,0.0417943763013763,"MCF2;C1QB;CSF1;ENPEP;KCNJ16;PLCD4;ABCA5;DPY19L1;SCN4B;SLC4A4;RGS17;DZIP1;RNF213;ANGEL1;GPSM2;AKAP12",FALSE
"Ctx.etv1_ts88","Cortex_either","psi<0.001",4.86038961038961,0.00243939993128523,0.0426894987974916,"FERMT3;C1QA;C1QB;C1QC;PTPN6;TRIM54",FALSE
"Cpu.D1","Cortex_up","psi<0.01",4.07622840735424,0.00249614696863749,0.0873651439023123,"ADRA2C;ELK1;ASH1L;RAB11FIP3;TEF;CRTC1;RASD2",FALSE
"Epi.Chat","MeA_either","psi<1e-04",5.80395766221813,0.00250080739489722,0.0437641294107013,"NR4A2;CXCL11;SYT9;SCUBE1;SOSTDC1",FALSE
"Ctx.cort","MeA_down","psi<0.001",32.9072164948454,0.00253017834982658,0.0786834754940089,"CORT;CRHBP",FALSE
"Ctx.etv1_ts88","MeA_down","psi<0.01",5.70591417237649,0.00256535193423205,0.0762164523107236,"CRHBP;NPAS4;LMCD1;SCUBE1;MYL9",FALSE
"Spc","Cortex_down","psi<0.05",2.43349410770225,0.00263561255082825,0.0307488130929963,"C1QB;C3;CTSS;KCNJ16;PLA2G4A;PTPRC;DEPDC7;CRYBG3;A2M;ABCC4;PHF20L1;CHODL;PDK4;SLC25A13;NMU;RNF213",FALSE
"Ctx.pnoc","Amygdala_either","psi<0.01",7.36964415395788,0.00289709701626649,0.0337994651897758,"CORT;HAPLN1;IGF1;PNOC",FALSE
"Ctx.etv1_ts88","Amygdala_either","psi<1e-04",11.6838235294118,0.00297944106271725,0.0521402185975519,"PTPN6;TYROBP;ATG7",FALSE
"Ctx.cort","dACC_either","psi<0.01",5.55334042176147,0.00318639732618737,0.111523906416558,"NPY;CORT;CRHBP;PPL;SST",FALSE
"Ctx.etv1_ts88","dACC_down","psi<0.01",4.27950416029886,0.0039355601165014,0.0688723020387746,"FERMT3;C1QA;C1QB;CRHBP;CYBA;FOLR2",FALSE
"Ctx.pnoc","Amygdala_down","psi<1e-04",24.1912878787879,0.00416366616042553,0.0728641578074467,"IGF1;PNOC",FALSE
"Ctx.cort","Cortex_down","psi<0.01",6.68146973301613,0.00419109451762781,0.0733441540584866,"NPY;CORT;CRHBP;SST",FALSE
"Ctx.cort","MeA_down","psi<0.01",9.95,0.00435522584632706,0.0762164523107236,"CORT;CRHBP;ADAMTS8",FALSE
"Epi.Chat","MeA_down","psi<0.001",6.43906150919467,0.00449619859965765,0.0786834754940089,"NR4A2;CXCL11;SCUBE1;SOSTDC1",FALSE
"Cpu.D2","dACC_up","psi<0.05",2.66791044776119,0.00469850067520902,0.0548158412107719,"SMAD4;ASH1L;KDM4B;HDAC4;RAB11FIP3;TEF;PPP1R16B;CRTC1;SPEN;RASD2;PUM2",FALSE
"RetR.Rods","dlPFC_down","psi<0.01",4.91467975689575,0.0048039449732101,0.0840690370311767,"AQP1;NRL;DPYSL4;GPSM2;ARL4D",FALSE
"Ctx.pnoc","Amygdala_either","psi<0.001",9.66556795131846,0.00485772969696694,0.056673513131281,"CORT;IGF1;PNOC",FALSE
"Cb.Aldh1L1","dACC_down","psi<0.05",2.37257187257187,0.00591492663350413,0.0744453222144334,"NPY;ALDH1A1;CYBA;ID3;KCNJ16;MICAL1;THBS3;UCP2;A2M;NKAIN4;RBM24;JAM2;RASL11A;USP6NL",FALSE
"Ctx.Aldh1L1","MeA_down","psi<1e-04",8.84097222222222,0.00593734589326666,0.0692690354214443,"CTF1;ID3;LMCD1",FALSE
"RetC.Cones","Cortex_down","psi<0.001",3.11628776082217,0.00606570044295029,0.0675242580158825,"ARHGDIB;GEM;GJD2;ANXA1;RRH;CRYBG3;ZFAND5;SAMSN1",FALSE
"Ctx.etv1_ts88","Cortex_down","psi<0.05",2.33529891304348,0.00630019418895033,0.0551266991533154,"PLD4;FERMT3;ARHGDIB;C1QA;C1QB;C1QC;CRHBP;CTSS;CYBA;PTPN6;ID3;DPYSL4;TRIM54;RASL11B",FALSE
"Cpu.D1","Cortex_up","psi<0.05",2.43644165703912,0.00638157204402205,0.223355021540772,"ADCY9;ADRA2C;ELK1;IL17RC;PIKFYVE;ASH1L;HDAC4;RAB11FIP3;TEF;CRTC1;RASD2;ANKS1B",FALSE
"Ctx.cort","Cortex_either","psi<0.01",4.67873744189534,0.00638530880307193,0.102850584369263,"NPY;CORT;CRHBP;PPL;SST",FALSE
"Cb.grp","Amygdala_either","psi<0.01",5.77595441595442,0.00654014000363327,0.0572262250317911,"MDK;UCP2;A2M;SLN",FALSE
"Cb.septin4","Cortex_either","psi<0.01",2.4185393258427,0.00660166704001911,0.102850584369263,"ALDH1A1;CYBA;KCNJ16;IL17RC;MDK;S100A6;TIMP1;TPMT;UCP2;A2M;NKAIN4;RASL11A",FALSE
"Cpu.D2","MeA_up","psi<0.05",2.8600246381275,0.00663869497715286,0.23235432420035,"RNF44;NCOA3;TBC1D16;HDAC4;TEF;ZFYVE1;SMG5;CLEC16A;RASD2",FALSE
"Ctx.etv1_ts88","dlPFC_either","psi<0.001",5.78260869565217,0.00670370225484312,0.164276842288736,"C1QB;C1QC;PTPN6;TRIM54",FALSE
"RetC.Cones","dACC_down","psi<0.05",2.13306569343066,0.00674425828991139,0.0744453222144334,"C1QA;CRYM;GEM;GJD2;HOOK2;PDE7A;HELQ;RBL2;STX3;TOB1;SLITRK6;FBXL6;CDT1;JAM2;RHOBTB1;TMCO6;SPHKAP",FALSE
"Cpu.D1","dACC_up","psi<0.01",3.77278177458034,0.00698917724427189,0.244621203549516,"ELK1;ASH1L;RAB11FIP3;TEF;CRTC1;RASD2",FALSE
"Cb.grp","Amygdala_down","psi<0.05",4.44452271926735,0.00707825242399422,0.0495477669679595,"ALDH1A1;UCP2;A2M;ELOVL2;SLN",FALSE
"Cpu","dlPFC_either","psi<0.01",5.65912653975364,0.00719016803895804,0.251655881363531,"NHSL2;SCN4B;INF2;RASD2",FALSE
"Spc","Cortex_down","psi<0.001",5.54068874753235,0.007717058058958,0.0675242580158825,"C3;PLA2G4A;PTPRC;NMU",FALSE
"Cb.Aldh1L1","dlPFC_either","psi<0.05",2.18076010564484,0.00822251430251966,0.0959293335293961,"GLDC;ALDH1A1;EDNRB;KCNJ16;MICAL1;PHKA1;S100A6;CYP26B1;ELOVL2;SLC4A4;NKAIN4;PTGR1;MBOAT2;TMEM179B;ARSK;USP6NL",FALSE
"RetC.Cones","Cortex_down","psi<0.01",2.37702702702703,0.00822590463241745,0.0959688873782036,"ARHGDIB;GEM;GJD2;ANXA1;HELQ;RRH;TOB1;CRYBG3;ZFAND5;SLITRK6;SAMSN1;RHOBTB1;TMCO6",FALSE
"Cb.septin4","dACC_down","psi<0.05",2.3578091684435,0.00850803682450667,0.0744453222144334,"NPY;ALDH1A1;CYBA;KCNJ16;MICAL1;THBS3;UCP2;A2M;LGR6;NKAIN4;RBM24;JAM2;RASL11A",FALSE
"Ctx.Aldh1L1","Cortex_either","psi<0.05",1.97183566970224,0.00866441061742015,0.0872232192439489,"FGFRL1;EDNRB;GEM;ID3;KCNJ16;IL17RC;MICAL1;MDK;PLCD4;S100A6;PHGDH;ABCC4;PAPSS2;PDK4;NKAIN4;JAM2;LONRF3;CHRDL1;SLC41A1",FALSE
"Cb.septin4","dACC_down","psi<0.01",3.19653916211293,0.00869157365807712,0.101401692677566,"ALDH1A1;CYBA;KCNJ16;UCP2;A2M;NKAIN4;RASL11A",FALSE
"Cpu.D1","Cortex_either","psi<0.01",2.55553261767135,0.00881576437450823,0.102850584369263,"ADRA2C;ARHGDIB;ELK1;ASH1L;TAC1;RAB11FIP3;TEF;RASGEF1B;CRTC1;RASD2",FALSE
"Cb.Lypd6","MeA_down","psi<0.05",4.16776793973834,0.0090684567424619,0.0732989108194868,"GRM8;HEY2;NFKBIE;SLC13A4;ADAMTS8",FALSE
"Ctx.cort","dlPFC_either","psi<0.001",16.5013020833333,0.0093872481307849,0.164276842288736,"CORT;SST",FALSE
"Ctx.etv1_ts88","dlPFC_down","psi<0.05",3.18156148006894,0.00954662129961393,0.111377248495496,"C1QB;C1QC;PTPN6;RPE65;CYP26B1;DPYSL4;TRIM54",FALSE
"Ctx.pnoc","Amygdala_either","psi<1e-04",15.4793187347932,0.00967251093652453,0.11284596092612,"IGF1;PNOC",FALSE
"BF","Amygdala_down","psi<0.05",4.09619759506012,0.00974720416153702,0.0496487790727359,"FMOD;PNOC;SST;TAC1;TYROBP",FALSE
"Spc.Chat","Cortex_either","psi<1e-04",5.25757575757576,0.0100275834464109,0.116988473541461,"CFI;GNA14;LCP1;CHODL",FALSE
"Ctx.etv1_ts88","BLA_down","psi<0.05",2.86896551724138,0.0100610578701008,0.115481200071405,"PLD4;FERMT3;CRHBP;FOLR2;PTGS1;SLCO1C1;P2RY13;GLT8D2",FALSE
"Epi","dACC_down","psi<0.001",7.26737967914439,0.0102040157740958,0.178570276046676,"SLITRK6;RAMP3;ENKUR",FALSE
"Spc","dlPFC_up","psi<0.05",2.49736201298701,0.0104601937465069,0.174929517843051,"MCF2;ENPEP;PLCD4;ABCA5;DPY19L1;SCN4B;RGS17;DZIP1;ANGEL1;AKAP12",FALSE
"Ctx","MeA_down","psi<0.05",4.01611670276468,0.0104712729742124,0.0732989108194868,"DLK2;CRHBP;FUT9;JUNB;NPAS4",FALSE
"Cpu.D2","dlPFC_up","psi<0.05",2.626220461299,0.010846247585432,0.174929517843051,"MYO5A;HDAC4;LRRC3;OSBPL8;SCN4B;GPR155;DAPK1;RASD2;PUM1",FALSE
"BS","Amygdala_down","psi<0.05",3.98450347881088,0.0108484632777247,0.0496487790727359,"C3;IGFBP2;TGFBR2;TYROBP;OLFML3",FALSE
"Cb.grp","Amygdala_either","psi<0.05",3.41607029622248,0.0108674446830436,0.0633934273177543,"ALDH1A1;MDK;UCP2;A2M;ELOVL2;SLN",FALSE
"Ctx.cort","MeA_either","psi<0.001",15.2127403846154,0.0109310614433403,0.241792119588064,"CORT;CRHBP",FALSE
"Epi.Chat","dACC_either","psi<0.05",0.136379293103257,0.0110773219779388,0.166716633907302,"C1QA",FALSE
"BF","MeA_either","psi<0.05",2.77828457003004,0.011307464659728,0.146423935404914,"REM2;FMOD;MGP;OGN;ALDH1A2;TAC1;PROKR2;MYL9",FALSE
"Ctx.glt25d2","Amygdala_down","psi<0.05",3.4008690928843,0.0113482923594825,0.0496487790727359,"CRHBP;ITGB2;MPEG1;NAV3;SLCO1C1;P2RY13",FALSE
"Cpu.D1","MeA_either","psi<0.01",3.01953219194599,0.0115027593933331,0.333151900439593,"RPRML;ELK1;REM2;LMO2;TAC1;TEF;RASD2",FALSE
"Cpu.Chat","Cortex_either","psi<0.05",2.39127906976744,0.0115632937936681,0.0872232192439489,"TMEM17;CRABP1;PCBD1;DGCR6;FGFR1;RSPH4A;SLITRK6;LGI2;SLN;RGS10;SH3BGRL3;POPDC3",FALSE
"Spc.Chat","Cortex_down","psi<1e-04",6.95,0.0117324004567512,0.136878005328764,"CFI;LCP1;CHODL",FALSE
"Cpu","dlPFC_up","psi<0.01",6.78792735042735,0.0118803866621303,0.41581353317456,"NHSL2;SCN4B;RASD2",FALSE
"Ctx.etv1_ts88","BLA_either","psi<0.001",6.75797872340426,0.0120319676913642,0.140372956399249,"FERMT3;P2RY13;ATG7",FALSE
"Cb.grp","Amygdala_down","psi<0.01",6.64524555903866,0.0124152187905174,0.0869065315336215,"UCP2;A2M;SLN",FALSE
"Spc","Cortex_either","psi<0.05",1.82542712739658,0.0124604598919927,0.0872232192439489,"C1QB;C3;CTSS;KCNJ16;PLA2G4A;PLCD4;PTPRC;DEPDC7;CRYBG3;A2M;ABCC4;PHF20L1;CHODL;SYN3;PDK4;HOOK3;SLC25A13;NMU;DZIP1;RNF213;ST5;AKAP12",FALSE
"Epi","MeA_either","psi<0.05",2.54467389081987,0.0125506230347069,0.146423935404914,"MCF2;CIT;PLEKHG1;PROKR2;RAMP3;SYT9;SCUBE1;SOSTDC1;DBNDD1",FALSE
"Ctx.Aldh1L1","MeA_down","psi<0.01",3.78621228513042,0.0131285788221582,0.114878828546549,"CTF1;GEM;HEY2;ID3;LMCD1",FALSE
"Ctx.glt25d2","BLA_down","psi<0.05",3.28281106594992,0.013197851436732,0.115481200071405,"CRHBP;NAV3;SLCO1C1;RRAGA;P2RY13;GLT8D2",FALSE
